campaign_id,customer_id,campaign_date,campaign_type,email_subject,email_status,opened,clicked,conversion,offer_type
CMP028974,8750-QWZAJ,2021-12-18,Upgrade,Free Data Waiting For You,Delivered,Yes,Yes,Yes,20% Discount
CMP028975,8750-QWZAJ,2023-03-18,Discount,Thank You For Being With Us,Delivered,Yes,No,No,Loyalty Reward
CMP028976,8750-QWZAJ,2021-04-02,Win-Back,Exclusive Offer Just For You,Delivered,No,No,No,Free Installation
CMP028977,6918-UMQCG,2021-06-22,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP028978,6918-UMQCG,2024-06-02,Promotional,Special Loyalty Reward,Delivered,No,No,No,Loyalty Reward
CMP028979,6918-UMQCG,2021-12-07,Win-Back,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Premium Streaming
CMP028980,6918-UMQCG,2024-02-08,Discount,Thank You For Being With Us,Delivered,No,No,No,Extra Data
CMP028981,6918-UMQCG,2022-08-08,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Free Installation
CMP028982,0675-NCDYU,2022-02-01,Loyalty,We Miss You!,Delivered,Yes,Yes,No,Loyalty Reward
CMP028983,0675-NCDYU,2025-07-21,Discount,Limited Time Discount,Delivered,Yes,Yes,No,Premium Streaming
CMP028984,0675-NCDYU,2021-12-09,Discount,Exclusive Offer Just For You,Bounced,No,No,No,Cashback
CMP028985,0675-NCDYU,2024-10-28,Discount,We Miss You!,Delivered,Yes,No,No,Free Upgrade
CMP028986,0675-NCDYU,2025-04-19,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP028987,0675-NCDYU,2020-09-06,Loyalty,Save More On Your Next Bill,Delivered,Yes,No,No,Premium Streaming
CMP028988,6339-DKLMK,2020-07-19,Retention,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Free Installation
CMP028989,6339-DKLMK,2024-06-27,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,Extra Data
CMP028990,6339-DKLMK,2024-05-21,Promotional,Special Loyalty Reward,Delivered,Yes,No,No,Loyalty Reward
CMP028991,6339-DKLMK,2025-12-11,Upgrade,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP028992,6339-DKLMK,2024-01-09,Discount,Upgrade Your Plan Today,Delivered,Yes,No,No,Cashback
CMP028993,6339-DKLMK,2023-06-04,Promotional,We Miss You!,Delivered,Yes,No,No,Cashback
CMP028994,1346-PJWTK,2021-12-18,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,No Offer
CMP028995,1346-PJWTK,2025-10-22,Upgrade,Limited Time Discount,Delivered,No,No,No,Premium Streaming
CMP028996,1346-PJWTK,2020-11-05,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Cashback
CMP028997,1346-PJWTK,2025-09-23,Promotional,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP028998,1346-PJWTK,2023-03-25,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP028999,1346-PJWTK,2024-03-10,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,Premium Streaming
CMP029000,1346-PJWTK,2023-04-22,Discount,Exclusive Offer Just For You,Delivered,No,No,No,Free Upgrade
CMP029001,1346-PJWTK,2025-01-11,Discount,We Miss You!,Delivered,Yes,No,No,10% Discount
CMP029002,5088-QZLRL,2023-04-24,Win-Back,We Miss You!,Delivered,Yes,No,No,Cashback
CMP029003,5088-QZLRL,2025-09-20,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP029004,5088-QZLRL,2024-06-11,Discount,Thank You For Being With Us,Delivered,Yes,No,No,Premium Streaming
CMP029005,5088-QZLRL,2020-04-24,Win-Back,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,Free Upgrade
CMP029006,8023-QHAIO,2020-07-07,Loyalty,Limited Time Discount,Delivered,Yes,No,No,Premium Streaming
CMP029007,8023-QHAIO,2025-09-12,Loyalty,Limited Time Discount,Delivered,Yes,Yes,No,10% Discount
CMP029008,8023-QHAIO,2020-10-23,Loyalty,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Loyalty Reward
CMP029009,8023-QHAIO,2025-01-06,Discount,Save More On Your Next Bill,Delivered,Yes,No,No,Premium Streaming
CMP029010,8023-QHAIO,2021-06-06,Discount,Exclusive Offer Just For You,Delivered,No,No,No,Cashback
CMP029011,8023-QHAIO,2025-11-25,Retention,Save More On Your Next Bill,Delivered,No,No,No,Extra Data
CMP029012,8023-QHAIO,2021-06-14,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP029013,4397-FRLTA,2021-01-10,Loyalty,Save More On Your Next Bill,Delivered,No,No,No,10% Discount
CMP029014,4397-FRLTA,2024-09-24,Upgrade,Upgrade Your Plan Today,Delivered,Yes,Yes,Yes,Premium Streaming
CMP029015,4397-FRLTA,2024-10-25,Discount,We Miss You!,Delivered,Yes,No,No,Free Upgrade
CMP029016,4397-FRLTA,2023-02-09,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,No Offer
CMP029017,4397-FRLTA,2025-04-08,Upgrade,Exclusive Offer Just For You,Delivered,Yes,No,No,No Offer
CMP029018,4397-FRLTA,2025-04-26,Retention,Save More On Your Next Bill,Delivered,Yes,No,No,Loyalty Reward
CMP029019,4397-FRLTA,2021-02-02,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,Cashback
CMP029020,3057-VJJQE,2022-08-26,Loyalty,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Loyalty Reward
CMP029021,3057-VJJQE,2023-09-04,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Extra Data
CMP029022,3057-VJJQE,2023-09-05,Win-Back,Limited Time Discount,Delivered,Yes,No,No,Free Upgrade
CMP029023,3057-VJJQE,2025-12-04,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Upgrade
CMP029024,3057-VJJQE,2020-11-04,Discount,Upgrade Your Plan Today,Delivered,Yes,Yes,Yes,Premium Streaming
CMP029025,3057-VJJQE,2021-12-27,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,No Offer
CMP029026,3057-VJJQE,2023-11-26,Win-Back,Upgrade Your Plan Today,Bounced,No,No,No,Premium Streaming
CMP029027,2302-OUZXB,2020-06-13,Discount,Thank You For Being With Us,Delivered,Yes,Yes,Yes,Cashback
CMP029028,2302-OUZXB,2022-04-03,Discount,Thank You For Being With Us,Delivered,Yes,Yes,No,Premium Streaming
CMP029029,2302-OUZXB,2024-12-06,Retention,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP029030,2302-OUZXB,2025-10-28,Retention,Thank You For Being With Us,Delivered,Yes,No,No,No Offer
CMP029031,8133-ANHHJ,2025-06-11,Retention,Special Loyalty Reward,Delivered,Yes,No,No,Loyalty Reward
CMP029032,8133-ANHHJ,2021-02-07,Retention,Free Data Waiting For You,Bounced,No,No,No,Free Upgrade
CMP029033,8133-ANHHJ,2023-02-02,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP029034,2270-CHBFN,2020-08-28,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,Premium Streaming
CMP029035,2270-CHBFN,2023-07-11,Win-Back,We Miss You!,Delivered,Yes,Yes,No,Loyalty Reward
CMP029036,2270-CHBFN,2022-12-05,Upgrade,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,Premium Streaming
CMP029037,2270-CHBFN,2021-07-08,Loyalty,Thank You For Being With Us,Delivered,Yes,Yes,No,No Offer
CMP029038,2270-CHBFN,2022-11-17,Retention,Special Loyalty Reward,Delivered,No,No,No,Premium Streaming
CMP029039,2270-CHBFN,2020-03-21,Loyalty,Special Loyalty Reward,Delivered,No,No,No,Free Upgrade
CMP029040,2270-CHBFN,2025-02-18,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,Loyalty Reward
CMP029041,2270-CHBFN,2021-04-27,Promotional,Special Loyalty Reward,Delivered,Yes,Yes,No,Free Installation
CMP029042,5982-FPVQN,2025-06-16,Promotional,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP029043,5982-FPVQN,2021-10-18,Upgrade,Exclusive Offer Just For You,Delivered,Yes,No,No,No Offer
CMP029044,5982-FPVQN,2025-06-10,Promotional,Save More On Your Next Bill,Spam,No,No,No,10% Discount
CMP029045,5982-FPVQN,2024-09-05,Win-Back,We Miss You!,Delivered,No,No,No,No Offer
CMP029046,5982-FPVQN,2024-02-28,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP029047,5982-FPVQN,2024-08-24,Upgrade,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP029048,9107-UKCKY,2025-03-18,Upgrade,Limited Time Discount,Delivered,Yes,No,No,Loyalty Reward
CMP029049,9107-UKCKY,2023-05-02,Promotional,Thank You For Being With Us,Delivered,Yes,Yes,No,Extra Data
CMP029050,9107-UKCKY,2021-05-21,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,No,No Offer
CMP029051,9107-UKCKY,2021-09-08,Win-Back,We Miss You!,Delivered,Yes,No,No,Free Installation
CMP029052,9107-UKCKY,2021-01-23,Promotional,Save More On Your Next Bill,Delivered,Yes,No,No,Cashback
CMP029053,9107-UKCKY,2023-11-10,Retention,Thank You For Being With Us,Delivered,Yes,No,No,Free Installation
CMP029054,4654-ULTTN,2020-07-24,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP029055,4654-ULTTN,2023-12-27,Promotional,Save More On Your Next Bill,Bounced,No,No,No,Premium Streaming
CMP029056,4654-ULTTN,2023-11-10,Retention,Special Loyalty Reward,Spam,No,No,No,Free Installation
CMP029057,4654-ULTTN,2020-12-24,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,Premium Streaming
CMP029058,4654-ULTTN,2025-04-19,Win-Back,Limited Time Discount,Delivered,No,No,No,Free Upgrade
CMP029059,5546-BYZSM,2024-05-06,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP029060,5546-BYZSM,2020-03-09,Retention,We Miss You!,Delivered,Yes,No,No,Loyalty Reward
CMP029061,5546-BYZSM,2023-03-26,Discount,Exclusive Offer Just For You,Delivered,No,No,No,10% Discount
CMP029062,5546-BYZSM,2022-01-25,Promotional,Special Loyalty Reward,Delivered,Yes,Yes,Yes,Extra Data
CMP029063,5546-BYZSM,2023-05-13,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Free Upgrade
CMP029064,5546-BYZSM,2022-04-13,Promotional,Exclusive Offer Just For You,Spam,No,No,No,Cashback
CMP029065,5546-BYZSM,2024-01-08,Upgrade,Free Data Waiting For You,Delivered,No,No,No,Loyalty Reward
CMP029066,5546-BYZSM,2022-12-19,Promotional,Free Data Waiting For You,Delivered,Yes,Yes,No,20% Discount
CMP029067,1492-KGETH,2025-10-10,Retention,We Miss You!,Delivered,No,No,No,20% Discount
CMP029068,1492-KGETH,2023-07-20,Discount,Upgrade Your Plan Today,Delivered,Yes,No,No,10% Discount
CMP029069,1492-KGETH,2021-05-13,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP029070,1492-KGETH,2022-09-20,Retention,Limited Time Discount,Delivered,Yes,Yes,Yes,Extra Data
CMP029071,1492-KGETH,2025-01-20,Promotional,Free Data Waiting For You,Delivered,Yes,Yes,No,Cashback
CMP029072,4163-HFTUK,2021-09-13,Promotional,Limited Time Discount,Bounced,No,No,No,Free Upgrade
CMP029073,4163-HFTUK,2021-05-26,Promotional,Save More On Your Next Bill,Delivered,Yes,No,No,10% Discount
CMP029074,4163-HFTUK,2025-02-28,Promotional,Save More On Your Next Bill,Delivered,Yes,No,No,20% Discount
CMP029075,8215-NGSPE,2022-07-09,Discount,Free Data Waiting For You,Delivered,Yes,No,No,20% Discount
CMP029076,8215-NGSPE,2025-04-08,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,Cashback
CMP029077,8215-NGSPE,2025-01-07,Discount,Special Loyalty Reward,Delivered,Yes,Yes,No,20% Discount
CMP029078,8215-NGSPE,2024-10-02,Promotional,Thank You For Being With Us,Spam,No,No,No,Loyalty Reward
CMP029079,8859-YSTWS,2024-10-17,Retention,Thank You For Being With Us,Delivered,Yes,No,No,Premium Streaming
CMP029080,8859-YSTWS,2023-02-28,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,No Offer
CMP029081,8859-YSTWS,2021-05-06,Discount,We Miss You!,Delivered,Yes,No,No,No Offer
CMP029082,8859-YSTWS,2022-01-20,Retention,Limited Time Discount,Delivered,Yes,No,No,Cashback
CMP029083,8859-YSTWS,2022-07-07,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP029084,8859-YSTWS,2025-05-27,Discount,Thank You For Being With Us,Delivered,Yes,No,No,Cashback
CMP029085,8859-YSTWS,2022-11-21,Loyalty,We Miss You!,Delivered,No,No,No,Free Installation
CMP029086,8859-YSTWS,2022-09-22,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,Yes,Loyalty Reward
CMP029087,7601-DHFWZ,2020-03-13,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,Loyalty Reward
CMP029088,7601-DHFWZ,2023-09-27,Discount,Free Data Waiting For You,Spam,No,No,No,20% Discount
CMP029089,7601-DHFWZ,2025-12-16,Promotional,Upgrade Your Plan Today,Delivered,No,No,No,Free Upgrade
CMP029090,7601-DHFWZ,2024-09-22,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP029091,7601-DHFWZ,2024-09-18,Discount,We Miss You!,Delivered,Yes,Yes,No,Premium Streaming
CMP029092,7601-DHFWZ,2023-11-18,Promotional,We Miss You!,Delivered,Yes,Yes,No,Free Upgrade
CMP029093,7601-DHFWZ,2024-03-23,Loyalty,Limited Time Discount,Delivered,Yes,No,No,Loyalty Reward
CMP029094,1998-VHJHK,2021-08-10,Retention,Save More On Your Next Bill,Delivered,Yes,No,No,Free Installation
CMP029095,1998-VHJHK,2024-08-27,Promotional,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP029096,1998-VHJHK,2024-07-09,Upgrade,Limited Time Discount,Bounced,No,No,No,Extra Data
CMP029097,1998-VHJHK,2021-03-04,Upgrade,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Extra Data
CMP029098,1998-VHJHK,2020-06-25,Retention,Thank You For Being With Us,Delivered,No,No,No,20% Discount
CMP029099,1998-VHJHK,2025-06-25,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,Cashback
CMP029100,1998-VHJHK,2024-02-09,Promotional,Special Loyalty Reward,Delivered,Yes,No,No,Extra Data
CMP029101,1998-VHJHK,2021-10-08,Win-Back,Save More On Your Next Bill,Delivered,Yes,Yes,No,No Offer
CMP029102,1707-HABPF,2024-03-11,Discount,Free Data Waiting For You,Delivered,Yes,Yes,No,Cashback
CMP029103,1707-HABPF,2020-08-21,Promotional,Exclusive Offer Just For You,Delivered,Yes,Yes,Yes,Cashback
CMP029104,1707-HABPF,2023-06-06,Promotional,Limited Time Discount,Delivered,Yes,No,No,Premium Streaming
CMP029105,1707-HABPF,2023-10-03,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP029106,1707-HABPF,2025-04-01,Discount,Limited Time Discount,Delivered,No,No,No,Free Upgrade
CMP029107,1707-HABPF,2025-10-04,Discount,Free Data Waiting For You,Delivered,Yes,Yes,No,No Offer
CMP029108,1707-HABPF,2021-02-12,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP029109,0487-VVUVK,2021-11-16,Loyalty,Free Data Waiting For You,Delivered,Yes,Yes,No,Premium Streaming
CMP029110,0487-VVUVK,2020-08-10,Win-Back,Limited Time Discount,Delivered,No,No,No,No Offer
CMP029111,0487-VVUVK,2023-09-20,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Cashback
CMP029112,0487-VVUVK,2020-12-28,Loyalty,Limited Time Discount,Delivered,No,No,No,10% Discount
CMP029113,0487-VVUVK,2022-01-02,Promotional,Limited Time Discount,Delivered,Yes,Yes,No,20% Discount
CMP029114,0487-VVUVK,2020-09-01,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP029115,0487-VVUVK,2020-12-08,Promotional,Save More On Your Next Bill,Delivered,Yes,No,No,Premium Streaming
CMP029116,5063-IUOKK,2020-05-06,Retention,We Miss You!,Delivered,No,No,No,Extra Data
CMP029117,5063-IUOKK,2024-05-14,Promotional,Limited Time Discount,Delivered,Yes,Yes,No,10% Discount
CMP029118,5063-IUOKK,2021-05-18,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Cashback
CMP029119,5063-IUOKK,2020-02-15,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,Free Upgrade
CMP029120,5063-IUOKK,2020-04-21,Discount,Limited Time Discount,Delivered,No,No,No,Free Upgrade
CMP029121,4508-OEBEY,2020-04-26,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,Loyalty Reward
CMP029122,4508-OEBEY,2020-08-27,Discount,Save More On Your Next Bill,Delivered,Yes,Yes,No,10% Discount
CMP029123,4508-OEBEY,2025-01-20,Discount,Thank You For Being With Us,Delivered,Yes,Yes,No,10% Discount
CMP029124,4508-OEBEY,2025-09-14,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,Cashback
CMP029125,4508-OEBEY,2021-06-07,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP029126,0027-KWYKW,2020-07-08,Retention,Thank You For Being With Us,Delivered,Yes,No,No,Cashback
CMP029127,0027-KWYKW,2025-02-05,Promotional,Exclusive Offer Just For You,Delivered,No,No,No,Cashback
CMP029128,0027-KWYKW,2022-01-04,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,Yes,20% Discount
CMP029129,0027-KWYKW,2021-05-27,Retention,Free Data Waiting For You,Delivered,Yes,Yes,No,20% Discount
CMP029130,0027-KWYKW,2025-02-13,Retention,Save More On Your Next Bill,Delivered,Yes,No,No,Premium Streaming
CMP029131,0027-KWYKW,2025-11-25,Upgrade,Save More On Your Next Bill,Delivered,Yes,Yes,No,10% Discount
CMP029132,0027-KWYKW,2023-11-08,Win-Back,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Extra Data
CMP029133,0027-KWYKW,2022-09-09,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,Extra Data
CMP029134,2308-STERM,2024-12-01,Loyalty,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,Free Installation
CMP029135,2308-STERM,2021-12-13,Upgrade,Thank You For Being With Us,Delivered,Yes,Yes,No,Extra Data
CMP029136,2308-STERM,2020-05-12,Win-Back,Limited Time Discount,Delivered,Yes,No,No,Cashback
CMP029137,2308-STERM,2021-06-01,Retention,Exclusive Offer Just For You,Bounced,No,No,No,Free Installation
CMP029138,5982-XMDEX,2020-06-21,Promotional,Save More On Your Next Bill,Delivered,Yes,No,No,No Offer
CMP029139,5982-XMDEX,2024-01-16,Promotional,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP029140,5982-XMDEX,2025-04-09,Win-Back,Limited Time Discount,Delivered,Yes,No,No,Cashback
CMP029141,5982-XMDEX,2023-04-09,Retention,Free Data Waiting For You,Delivered,Yes,No,No,Free Upgrade
CMP029142,5982-XMDEX,2025-09-13,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP029143,6051-PTVNS,2023-12-02,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP029144,6051-PTVNS,2024-06-08,Loyalty,Save More On Your Next Bill,Bounced,No,No,No,Premium Streaming
CMP029145,6051-PTVNS,2020-02-21,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Cashback
CMP029146,6051-PTVNS,2023-10-27,Upgrade,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP029147,6051-PTVNS,2020-10-18,Win-Back,Free Data Waiting For You,Delivered,Yes,No,No,Cashback
CMP029148,6051-PTVNS,2024-04-27,Retention,Special Loyalty Reward,Delivered,Yes,No,No,Cashback
CMP029149,6051-PTVNS,2023-12-07,Promotional,We Miss You!,Delivered,Yes,No,No,Free Installation
CMP029150,6051-PTVNS,2025-06-26,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,Cashback
CMP029151,2877-VDUER,2025-04-20,Loyalty,Save More On Your Next Bill,Delivered,Yes,No,No,No Offer
CMP029152,2877-VDUER,2024-06-12,Promotional,Free Data Waiting For You,Delivered,Yes,Yes,No,Cashback
CMP029153,2877-VDUER,2023-03-11,Discount,Upgrade Your Plan Today,Delivered,No,No,No,20% Discount
CMP029154,2877-VDUER,2021-08-22,Promotional,Exclusive Offer Just For You,Delivered,No,No,No,10% Discount
CMP029155,2877-VDUER,2025-08-04,Promotional,Save More On Your Next Bill,Spam,No,No,No,Loyalty Reward
CMP029156,2877-VDUER,2020-08-02,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP029157,2877-VDUER,2025-09-13,Win-Back,Limited Time Discount,Delivered,Yes,No,No,Premium Streaming
CMP029158,9152-AMKAK,2021-11-06,Promotional,Save More On Your Next Bill,Delivered,Yes,No,No,Cashback
CMP029159,9152-AMKAK,2023-06-28,Loyalty,Save More On Your Next Bill,Delivered,No,No,No,Cashback
CMP029160,9152-AMKAK,2025-05-08,Retention,Free Data Waiting For You,Delivered,Yes,No,No,No Offer
CMP029161,9152-AMKAK,2021-08-21,Win-Back,Upgrade Your Plan Today,Delivered,Yes,No,No,No Offer
CMP029162,9152-AMKAK,2024-06-06,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,10% Discount
CMP029163,9432-VOFYX,2024-07-25,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Cashback
CMP029164,9432-VOFYX,2023-01-15,Discount,Save More On Your Next Bill,Spam,No,No,No,Cashback
CMP029165,9432-VOFYX,2022-03-17,Promotional,Thank You For Being With Us,Delivered,Yes,No,No,Free Installation
CMP029166,9432-VOFYX,2020-09-14,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,No Offer
CMP029167,8049-WJCLQ,2024-08-20,Promotional,Free Data Waiting For You,Delivered,No,No,No,Free Upgrade
CMP029168,8049-WJCLQ,2020-06-28,Promotional,Free Data Waiting For You,Delivered,Yes,No,No,Premium Streaming
CMP029169,8049-WJCLQ,2023-06-10,Loyalty,Free Data Waiting For You,Delivered,Yes,No,No,No Offer
CMP029170,8049-WJCLQ,2022-04-01,Win-Back,Save More On Your Next Bill,Delivered,No,No,No,Loyalty Reward
CMP029171,6586-PSJOX,2023-03-02,Promotional,Thank You For Being With Us,Delivered,No,No,No,20% Discount
CMP029172,6586-PSJOX,2020-12-02,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP029173,6586-PSJOX,2020-10-16,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,Extra Data
CMP029174,6586-PSJOX,2022-02-08,Loyalty,Free Data Waiting For You,Delivered,Yes,Yes,No,Free Upgrade
CMP029175,6586-PSJOX,2021-12-25,Retention,We Miss You!,Delivered,Yes,No,No,Premium Streaming
CMP029176,6586-PSJOX,2022-11-03,Win-Back,Save More On Your Next Bill,Bounced,No,No,No,Premium Streaming
CMP029177,6586-PSJOX,2021-08-18,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,20% Discount
CMP029178,9705-ZJBCG,2020-06-04,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,Premium Streaming
CMP029179,9705-ZJBCG,2025-01-17,Discount,Special Loyalty Reward,Delivered,Yes,Yes,Yes,20% Discount
CMP029180,9705-ZJBCG,2023-10-19,Loyalty,Limited Time Discount,Delivered,Yes,No,No,Extra Data
CMP029181,6847-KJLTS,2025-03-20,Loyalty,Save More On Your Next Bill,Delivered,Yes,No,No,No Offer
CMP029182,6847-KJLTS,2024-01-16,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Extra Data
CMP029183,6847-KJLTS,2025-12-16,Discount,We Miss You!,Bounced,No,No,No,Free Installation
CMP029184,9670-BPNXF,2023-06-25,Upgrade,Thank You For Being With Us,Bounced,No,No,No,Loyalty Reward
CMP029185,9670-BPNXF,2022-04-01,Win-Back,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP029186,9670-BPNXF,2020-07-25,Retention,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP029187,9670-BPNXF,2024-10-06,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,20% Discount
CMP029188,9670-BPNXF,2023-07-23,Loyalty,Save More On Your Next Bill,Delivered,Yes,Yes,No,No Offer
CMP029189,9670-BPNXF,2025-04-10,Loyalty,Exclusive Offer Just For You,Delivered,Yes,No,No,20% Discount
CMP029190,9670-BPNXF,2020-10-09,Upgrade,Free Data Waiting For You,Delivered,No,No,No,Loyalty Reward
CMP029191,9670-BPNXF,2022-02-20,Promotional,Special Loyalty Reward,Delivered,Yes,Yes,No,10% Discount
CMP029192,3913-FCUUW,2025-04-05,Loyalty,We Miss You!,Delivered,Yes,Yes,No,Loyalty Reward
CMP029193,3913-FCUUW,2024-04-21,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP029194,3913-FCUUW,2020-03-03,Discount,Thank You For Being With Us,Delivered,Yes,Yes,Yes,Free Upgrade
CMP029195,3913-FCUUW,2024-11-10,Win-Back,Exclusive Offer Just For You,Delivered,No,No,No,No Offer
CMP029196,3913-FCUUW,2022-07-27,Loyalty,We Miss You!,Delivered,No,No,No,Loyalty Reward
CMP029197,3913-FCUUW,2021-07-12,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,Free Installation
CMP029198,3301-VKTGC,2023-06-25,Loyalty,We Miss You!,Delivered,No,No,No,Cashback
CMP029199,3301-VKTGC,2022-09-06,Discount,Special Loyalty Reward,Delivered,Yes,No,No,20% Discount
CMP029200,3301-VKTGC,2021-03-05,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP029201,3301-VKTGC,2023-09-18,Retention,We Miss You!,Delivered,No,No,No,Free Installation
CMP029202,3301-VKTGC,2022-12-13,Retention,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP029203,3301-VKTGC,2023-03-23,Loyalty,Exclusive Offer Just For You,Delivered,Yes,No,No,Free Upgrade
CMP029204,3301-VKTGC,2020-10-20,Upgrade,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP029205,9555-SAHUZ,2023-07-18,Loyalty,We Miss You!,Delivered,No,No,No,Free Upgrade
CMP029206,9555-SAHUZ,2021-06-22,Upgrade,Exclusive Offer Just For You,Delivered,No,No,No,Free Installation
CMP029207,9555-SAHUZ,2024-02-03,Retention,Free Data Waiting For You,Delivered,Yes,Yes,Yes,Free Upgrade
CMP029208,9555-SAHUZ,2025-02-08,Win-Back,Save More On Your Next Bill,Delivered,Yes,Yes,No,20% Discount
CMP029209,0816-TSPHQ,2023-04-13,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,10% Discount
CMP029210,0816-TSPHQ,2021-04-28,Upgrade,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Premium Streaming
CMP029211,0816-TSPHQ,2022-01-16,Promotional,Limited Time Discount,Delivered,Yes,Yes,No,10% Discount
CMP029212,0816-TSPHQ,2025-03-23,Loyalty,Free Data Waiting For You,Delivered,Yes,No,No,Free Upgrade
CMP029213,0816-TSPHQ,2023-01-10,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,No Offer
