ticket_id,customer_id,created_date,issue_type,priority,status,resolution_time,agent_name,customer_rating
TKT010055,6483-OATDN,2025-02-20,WiFi Connectivity,High,Resolved,29,Neha Gupta,5.0
TKT010056,4840-ORQXB,2024-10-08,Technical Support,High,Resolved,14,Rohit Kumar,3.0
TKT010057,4840-ORQXB,2020-03-05,WiFi Connectivity,Medium,Resolved,71,Neha Gupta,4.0
TKT010058,3982-DQLUS,2023-04-24,Router Problem,High,Resolved,39,Simran Kaur,5.0
TKT010059,3982-DQLUS,2021-05-27,Slow Internet,High,Resolved,23,Rohit Kumar,5.0
TKT010060,3982-DQLUS,2022-05-04,Slow Internet,Medium,Resolved,70,Karan Mehta,4.0
TKT010061,3756-VNWDH,2024-12-25,Phone Service Issue,Medium,Resolved,32,Neha Gupta,4.0
TKT010062,7801-KICAO,2021-11-17,Billing Issue,Low,Resolved,58,Vikas Yadav,3.0
TKT010063,7801-KICAO,2021-01-07,Payment Issue,Medium,Resolved,44,Rohit Kumar,3.0
TKT010064,7801-KICAO,2020-11-07,Billing Issue,Medium,Closed,28,Priya Verma,3.0
TKT010065,7673-LPRNY,2021-05-21,Billing Issue,Medium,Resolved,40,Aman Singh,5.0
TKT010066,6060-QBMGV,2022-07-27,Payment Issue,High,Open,18,Karan Mehta,
TKT010067,6060-QBMGV,2025-04-27,Payment Issue,Medium,Resolved,36,Aman Singh,3.0
TKT010068,7339-POGZN,2023-09-28,Router Problem,High,Resolved,34,Arjun Patel,5.0
TKT010069,7339-POGZN,2025-05-16,Movie Streaming Issue,Medium,In Progress,72,Priya Verma,
TKT010070,7339-POGZN,2022-03-04,Phone Service Issue,Low,Resolved,87,Rohit Kumar,3.0
TKT010071,2828-SLQPF,2023-09-13,Payment Issue,Low,Resolved,61,Vikas Yadav,3.0
TKT010072,2828-SLQPF,2023-01-23,Billing Issue,Medium,In Progress,42,Priya Verma,
TKT010073,4465-VDKIQ,2022-11-27,WiFi Connectivity,Medium,Resolved,47,Arjun Patel,5.0
TKT010074,4465-VDKIQ,2025-09-21,TV Streaming Issue,High,Resolved,35,Arjun Patel,3.0
TKT010075,2921-XWDJH,2022-09-09,No Internet,Medium,Resolved,59,Rahul Sharma,3.0
TKT010076,2921-XWDJH,2024-01-04,Account Login,Medium,Open,38,Vikas Yadav,
TKT010077,2921-XWDJH,2023-01-18,Movie Streaming Issue,Low,Open,115,Vikas Yadav,
TKT010078,2558-BUOZZ,2024-03-07,Account Login,Low,Closed,116,Neha Gupta,5.0
TKT010079,2558-BUOZZ,2020-02-05,WiFi Connectivity,Medium,Resolved,58,Rahul Sharma,4.0
TKT010080,2558-BUOZZ,2021-12-16,Account Login,Medium,Open,52,Neha Gupta,
TKT010081,0003-MKNFE,2025-02-08,Billing Issue,Medium,In Progress,28,Neha Gupta,
TKT010082,0003-MKNFE,2024-10-16,Payment Issue,Medium,Closed,69,Priya Verma,3.0
TKT010083,0975-UYDTX,2024-11-20,Router Problem,Low,Open,88,Neha Gupta,
TKT010084,4682-BLBUC,2021-07-11,Movie Streaming Issue,High,Closed,48,Rahul Sharma,3.0
TKT010085,0975-VOOVL,2020-08-07,Slow Internet,Medium,Resolved,71,Vikas Yadav,5.0
TKT010086,0975-VOOVL,2024-10-15,Billing Issue,Medium,Resolved,54,Simran Kaur,4.0
TKT010087,0975-VOOVL,2024-05-26,Billing Issue,Low,In Progress,66,Simran Kaur,
TKT010088,5968-VXZLG,2020-06-24,No Internet,Low,Resolved,81,Rahul Sharma,3.0
TKT010089,5968-VXZLG,2025-06-05,Phone Service Issue,Low,Resolved,100,Anjali Jain,4.0
TKT010090,5968-VXZLG,2022-09-18,Account Login,Medium,Resolved,60,Arjun Patel,5.0
TKT010091,5201-FRKKS,2023-12-04,Movie Streaming Issue,Low,Resolved,48,Rohit Kumar,5.0
TKT010092,9799-CAYJJ,2025-04-25,Movie Streaming Issue,Medium,Resolved,68,Simran Kaur,4.0
TKT010093,5443-SCMKX,2025-03-27,Account Login,Low,Resolved,56,Vikas Yadav,5.0
TKT010094,5443-SCMKX,2020-12-15,Billing Issue,High,Resolved,14,Simran Kaur,3.0
TKT010095,8295-KMENE,2023-07-19,Account Login,Low,Open,103,Aman Singh,
TKT010096,6738-ISCBM,2022-03-19,TV Streaming Issue,Medium,Closed,37,Neha Gupta,3.0
TKT010097,9821-BESNZ,2022-12-02,Payment Issue,High,Resolved,36,Rahul Sharma,3.0
TKT010098,3678-MNGZX,2023-09-27,Billing Issue,Medium,Resolved,35,Rahul Sharma,4.0
TKT010099,3678-MNGZX,2023-08-19,Payment Issue,Medium,Resolved,59,Arjun Patel,4.0
TKT010100,1335-NTIUC,2023-12-24,No Internet,Low,Resolved,90,Rohit Kumar,5.0
TKT010101,2916-BQZLN,2021-12-04,WiFi Connectivity,Low,Resolved,87,Rohit Kumar,4.0
TKT010102,2916-BQZLN,2022-09-27,Router Problem,Low,Resolved,84,Aman Singh,3.0
TKT010103,2368-GAKKQ,2024-05-25,Payment Issue,High,Resolved,46,Aman Singh,4.0
TKT010104,2368-GAKKQ,2022-09-18,No Internet,Low,Resolved,90,Rahul Sharma,3.0
TKT010105,8710-YGLWG,2023-09-11,Phone Service Issue,High,Resolved,31,Vikas Yadav,3.0
TKT010106,8710-YGLWG,2024-02-07,Movie Streaming Issue,High,Resolved,29,Neha Gupta,3.0
TKT010107,3199-XGZCY,2025-09-26,Slow Internet,Low,Resolved,71,Rahul Sharma,4.0
TKT010108,3199-XGZCY,2025-09-24,Router Problem,High,Resolved,48,Rohit Kumar,4.0
TKT010109,3785-KTYSH,2023-01-14,Phone Service Issue,High,Resolved,25,Aman Singh,4.0
TKT010110,6814-ZPWFQ,2020-12-22,Billing Issue,High,Closed,36,Aman Singh,4.0
TKT010111,4063-EIKNQ,2024-07-06,Billing Issue,Medium,Resolved,65,Aman Singh,5.0
TKT010112,5206-HPJKM,2023-11-16,Router Problem,Medium,Closed,45,Simran Kaur,5.0
TKT010113,8393-JMVMB,2024-01-16,Phone Service Issue,Low,In Progress,74,Priya Verma,
TKT010114,8393-JMVMB,2022-10-25,Payment Issue,Medium,Resolved,35,Vikas Yadav,5.0
TKT010115,5019-GQVCR,2025-05-15,Slow Internet,Medium,Resolved,38,Priya Verma,3.0
TKT010116,5019-GQVCR,2023-02-05,Billing Issue,Medium,Resolved,47,Rahul Sharma,4.0
TKT010117,5019-GQVCR,2020-04-02,Slow Internet,Low,Closed,106,Anjali Jain,5.0
TKT010118,2550-AEVRU,2023-01-16,No Internet,Medium,Resolved,64,Vikas Yadav,5.0
TKT010119,2550-AEVRU,2020-05-22,Router Problem,Medium,Resolved,66,Vikas Yadav,4.0
TKT010120,0378-CJKPV,2025-11-08,Phone Service Issue,Low,Closed,57,Rahul Sharma,5.0
TKT010121,2880-FPNAE,2025-03-26,Slow Internet,Medium,Closed,52,Aman Singh,5.0
TKT010122,2880-FPNAE,2022-11-22,No Internet,High,In Progress,44,Aman Singh,
TKT010123,2880-FPNAE,2023-05-05,Payment Issue,Low,Open,78,Karan Mehta,
TKT010124,1703-MGIAB,2025-08-12,TV Streaming Issue,Low,Resolved,112,Anjali Jain,5.0
TKT010125,4311-QTTAI,2020-07-24,Payment Issue,High,Closed,42,Arjun Patel,5.0
TKT010126,4311-QTTAI,2021-07-01,Phone Service Issue,Medium,Resolved,63,Aman Singh,3.0
TKT010127,4318-RAJVY,2023-03-22,Account Login,Low,Closed,113,Karan Mehta,4.0
TKT010128,3612-YUNGG,2024-04-22,Billing Issue,Medium,Resolved,49,Karan Mehta,4.0
TKT010129,3612-YUNGG,2025-01-19,TV Streaming Issue,High,Closed,15,Karan Mehta,5.0
TKT010130,2254-DLXRI,2024-02-17,Billing Issue,High,Resolved,38,Anjali Jain,4.0
TKT010131,5062-CJJKH,2024-03-01,Account Login,Medium,In Progress,40,Karan Mehta,
TKT010132,5062-CJJKH,2024-05-15,Phone Service Issue,Medium,Resolved,54,Rohit Kumar,3.0
TKT010133,5062-CJJKH,2020-12-24,Slow Internet,Medium,In Progress,71,Simran Kaur,
TKT010134,9028-LIHRP,2023-02-04,TV Streaming Issue,High,Resolved,13,Karan Mehta,5.0
TKT010135,9028-LIHRP,2023-11-09,Router Problem,Medium,Open,65,Vikas Yadav,
TKT010136,1053-MXTTK,2023-01-04,Phone Service Issue,Low,Open,53,Priya Verma,
TKT010137,1053-MXTTK,2021-11-09,Router Problem,Low,Resolved,98,Anjali Jain,3.0
TKT010138,1530-ZTDOZ,2021-05-13,TV Streaming Issue,Medium,Closed,29,Rahul Sharma,5.0
TKT010139,1530-ZTDOZ,2020-08-01,Slow Internet,Medium,Closed,33,Vikas Yadav,5.0
TKT010140,1301-LOPVR,2021-07-14,Payment Issue,Medium,In Progress,61,Priya Verma,
TKT010141,0853-TWRVK,2022-08-01,TV Streaming Issue,Medium,Resolved,29,Rahul Sharma,4.0
TKT010142,0853-TWRVK,2024-12-15,Technical Support,Medium,In Progress,35,Rohit Kumar,
TKT010143,6212-ATMLK,2024-08-25,Technical Support,High,Resolved,28,Priya Verma,5.0
TKT010144,1568-BEKZM,2021-05-13,TV Streaming Issue,Medium,Closed,62,Rahul Sharma,3.0
TKT010145,1568-BEKZM,2025-02-08,Router Problem,Low,Resolved,53,Aman Singh,5.0
TKT010146,0670-ANMUU,2024-05-15,TV Streaming Issue,High,Resolved,39,Arjun Patel,5.0
TKT010147,6897-RWMUB,2025-02-05,TV Streaming Issue,High,Resolved,28,Rahul Sharma,3.0
TKT010148,6897-RWMUB,2020-11-26,Slow Internet,High,Open,35,Priya Verma,
TKT010149,6999-CHVCF,2024-05-26,Phone Service Issue,Medium,Closed,61,Aman Singh,5.0
TKT010150,6999-CHVCF,2024-11-12,Payment Issue,Low,Resolved,106,Aman Singh,5.0
TKT010151,6999-CHVCF,2021-10-05,Phone Service Issue,Medium,Closed,67,Neha Gupta,5.0
TKT010152,6134-KWTBV,2023-11-08,Account Login,Low,Closed,75,Priya Verma,4.0
TKT010153,1077-HUUJM,2022-02-01,Movie Streaming Issue,Medium,Resolved,37,Priya Verma,3.0
TKT010154,0895-LNKRC,2020-09-04,Payment Issue,Medium,Resolved,39,Simran Kaur,5.0
TKT010155,2045-BMBTJ,2023-08-26,Slow Internet,Medium,Closed,56,Neha Gupta,5.0
TKT010156,2045-BMBTJ,2021-12-03,TV Streaming Issue,Medium,Resolved,68,Anjali Jain,3.0
TKT010157,2045-BMBTJ,2025-06-08,Account Login,Low,Resolved,96,Rahul Sharma,5.0
TKT010158,8417-GSODA,2023-12-24,Slow Internet,Low,In Progress,88,Priya Verma,
TKT010159,4452-QIIEB,2025-01-23,Movie Streaming Issue,Medium,Resolved,50,Anjali Jain,4.0
TKT010160,4452-QIIEB,2022-09-19,Account Login,Medium,Open,50,Priya Verma,
TKT010161,4452-QIIEB,2022-11-04,TV Streaming Issue,Medium,Closed,33,Rohit Kumar,4.0
TKT010162,6741-EGCBI,2025-08-13,Technical Support,Medium,Resolved,38,Rohit Kumar,4.0
TKT010163,7820-ZYGNY,2020-10-09,Phone Service Issue,Medium,Closed,40,Arjun Patel,4.0
TKT010164,2227-JRSJX,2020-12-03,TV Streaming Issue,Low,In Progress,56,Neha Gupta,
TKT010165,2227-JRSJX,2024-03-27,Slow Internet,Low,Closed,51,Karan Mehta,3.0
TKT010166,9847-HNVGP,2023-10-24,Account Login,Medium,In Progress,37,Priya Verma,
TKT010167,8980-WQFWL,2023-06-12,WiFi Connectivity,High,Resolved,17,Aman Singh,4.0
TKT010168,1730-ZMAME,2021-08-16,Phone Service Issue,Medium,Open,72,Arjun Patel,
TKT010169,1730-ZMAME,2024-09-23,Movie Streaming Issue,High,In Progress,13,Aman Singh,
TKT010170,4634-JLRJT,2021-11-18,Account Login,Low,In Progress,58,Vikas Yadav,
TKT010171,2560-QTSBS,2022-01-09,Billing Issue,High,Resolved,47,Vikas Yadav,4.0
TKT010172,4795-WRNVT,2023-04-25,TV Streaming Issue,Medium,Closed,43,Anjali Jain,4.0
TKT010173,4795-WRNVT,2022-10-26,Slow Internet,Medium,Resolved,24,Anjali Jain,3.0
TKT010174,4795-WRNVT,2022-12-26,No Internet,Medium,Resolved,70,Anjali Jain,5.0
TKT010175,6080-TCMYC,2024-05-01,Phone Service Issue,Low,Resolved,70,Vikas Yadav,4.0
TKT010176,6080-TCMYC,2023-11-16,Movie Streaming Issue,High,Resolved,23,Vikas Yadav,3.0
TKT010177,7860-UXCRM,2024-01-15,TV Streaming Issue,Medium,Resolved,59,Rahul Sharma,4.0
TKT010178,6357-JJPQT,2022-05-26,No Internet,High,Open,23,Neha Gupta,
TKT010179,6357-JJPQT,2020-06-25,Movie Streaming Issue,High,In Progress,18,Simran Kaur,
TKT010180,6357-JJPQT,2022-09-22,WiFi Connectivity,Low,Resolved,70,Rohit Kumar,3.0
TKT010181,2292-XQWSV,2024-01-05,Router Problem,High,Resolved,24,Priya Verma,4.0
TKT010182,9552-TGUZV,2025-07-27,No Internet,Medium,Resolved,55,Arjun Patel,5.0
TKT010183,5913-INRQV,2021-05-16,Slow Internet,Medium,Closed,69,Aman Singh,5.0
TKT010184,9643-YBLUR,2024-02-06,Slow Internet,Medium,Resolved,24,Arjun Patel,5.0
TKT010185,8734-FNWVH,2022-02-25,No Internet,High,Resolved,35,Arjun Patel,5.0
TKT010186,8734-FNWVH,2025-01-08,Movie Streaming Issue,Low,Resolved,108,Arjun Patel,4.0
TKT010187,9447-YPTBX,2021-03-13,Account Login,Medium,Open,30,Rohit Kumar,
TKT010188,9026-LHEVG,2022-04-10,Router Problem,Medium,Resolved,72,Arjun Patel,3.0
TKT010189,9026-LHEVG,2023-03-06,Technical Support,Low,Resolved,117,Rahul Sharma,5.0
TKT010190,9026-LHEVG,2021-03-23,Router Problem,Low,Resolved,103,Anjali Jain,3.0
TKT010191,7011-CVEUC,2023-05-03,Slow Internet,Medium,Open,62,Aman Singh,
TKT010192,6185-TASNN,2021-08-18,Billing Issue,Medium,Closed,34,Arjun Patel,4.0
TKT010193,6185-TASNN,2025-03-20,Billing Issue,High,Open,39,Rohit Kumar,
TKT010194,6185-TASNN,2024-11-22,Phone Service Issue,High,Open,27,Arjun Patel,
TKT010195,7925-PNRGI,2022-03-21,WiFi Connectivity,High,Open,37,Anjali Jain,
TKT010196,7925-PNRGI,2025-11-03,Technical Support,Low,Resolved,63,Rahul Sharma,4.0
TKT010197,1552-CZCLL,2020-07-15,Account Login,Medium,Resolved,27,Aman Singh,4.0
TKT010198,1552-CZCLL,2022-07-09,Payment Issue,High,In Progress,13,Simran Kaur,
TKT010199,3038-PQIUY,2020-12-06,Slow Internet,Medium,In Progress,43,Rahul Sharma,
TKT010200,3038-PQIUY,2022-03-25,WiFi Connectivity,High,Resolved,13,Anjali Jain,5.0
TKT010201,9313-CDOGY,2021-12-26,Phone Service Issue,High,Resolved,32,Rohit Kumar,3.0
TKT010202,9313-CDOGY,2024-09-21,Payment Issue,High,Closed,14,Neha Gupta,4.0
TKT010203,8148-BPLZQ,2022-11-19,Technical Support,Medium,Open,52,Rahul Sharma,
TKT010204,2623-DRYAM,2020-03-02,Phone Service Issue,Medium,Resolved,52,Simran Kaur,4.0
TKT010205,9987-LUTYD,2025-03-07,TV Streaming Issue,High,Resolved,15,Priya Verma,4.0
TKT010206,4488-KQFDT,2022-09-19,Account Login,Low,In Progress,77,Rahul Sharma,
TKT010207,4488-KQFDT,2023-01-01,TV Streaming Issue,Medium,Open,32,Rohit Kumar,
TKT010208,5693-PIPCS,2023-03-13,Account Login,Medium,Resolved,33,Simran Kaur,5.0
TKT010209,0491-KAPQG,2021-02-12,Phone Service Issue,High,Resolved,32,Karan Mehta,5.0
TKT010210,1925-LFCZZ,2022-12-04,Movie Streaming Issue,Medium,Resolved,62,Anjali Jain,5.0
TKT010211,1925-LFCZZ,2025-11-09,Payment Issue,Medium,Resolved,51,Simran Kaur,5.0
TKT010212,8039-EQPIM,2022-09-22,Router Problem,Low,Closed,117,Rohit Kumar,4.0
TKT010213,8039-EQPIM,2023-05-28,Technical Support,High,Open,13,Simran Kaur,
TKT010214,8707-RMEZH,2021-12-01,No Internet,Low,Resolved,54,Rohit Kumar,5.0
TKT010215,8707-RMEZH,2025-01-23,Billing Issue,Medium,Resolved,48,Karan Mehta,5.0
TKT010216,3209-ZPKFI,2021-10-04,Movie Streaming Issue,Low,Resolved,79,Vikas Yadav,3.0
TKT010217,3209-ZPKFI,2021-11-14,Movie Streaming Issue,Low,Resolved,89,Anjali Jain,5.0
TKT010218,9373-WSLOY,2024-09-04,Account Login,Low,Resolved,50,Anjali Jain,3.0
TKT010219,9373-WSLOY,2025-03-08,Technical Support,Medium,Resolved,71,Rahul Sharma,5.0
TKT010220,3569-JFODW,2024-11-10,Router Problem,Medium,In Progress,61,Aman Singh,
TKT010221,3569-JFODW,2023-09-05,Slow Internet,Medium,Resolved,64,Anjali Jain,4.0
TKT010222,9819-FBNSV,2024-10-22,Slow Internet,Medium,Resolved,35,Priya Verma,5.0
TKT010223,9544-PYPSJ,2025-08-01,Account Login,Medium,Resolved,51,Anjali Jain,5.0
TKT010224,9544-PYPSJ,2023-11-27,Payment Issue,Medium,In Progress,58,Simran Kaur,
TKT010225,9544-PYPSJ,2020-07-23,Billing Issue,Medium,Resolved,52,Vikas Yadav,3.0
TKT010226,3243-ZHOHY,2024-02-25,Phone Service Issue,Medium,Resolved,45,Rahul Sharma,3.0
TKT010227,3243-ZHOHY,2020-02-24,Account Login,Low,Resolved,80,Arjun Patel,5.0
TKT010228,5186-EJEGL,2021-02-02,Account Login,Medium,Closed,34,Priya Verma,5.0
TKT010229,5186-EJEGL,2020-06-02,Slow Internet,Medium,Resolved,59,Rohit Kumar,4.0
TKT010230,2203-GHNWN,2025-09-27,Payment Issue,High,Closed,14,Priya Verma,5.0
TKT010231,2203-GHNWN,2025-07-16,Account Login,Medium,Closed,27,Priya Verma,4.0
TKT010232,3878-AVSOQ,2025-09-07,Phone Service Issue,Medium,Closed,52,Anjali Jain,4.0
TKT010233,3878-AVSOQ,2023-07-11,Router Problem,Medium,Closed,37,Rohit Kumar,4.0
TKT010234,6319-QSUSR,2023-06-24,Billing Issue,High,In Progress,37,Simran Kaur,
TKT010235,0512-FLFDW,2024-02-19,Phone Service Issue,Medium,Resolved,41,Arjun Patel,3.0
TKT010236,0512-FLFDW,2020-06-23,TV Streaming Issue,High,Closed,25,Neha Gupta,4.0
TKT010237,0487-CRLZF,2021-12-16,WiFi Connectivity,High,Closed,12,Karan Mehta,5.0
TKT010238,0487-CRLZF,2022-04-10,WiFi Connectivity,Low,In Progress,67,Priya Verma,
TKT010239,2107-FBPTK,2022-07-16,No Internet,Low,Closed,58,Rahul Sharma,5.0
TKT010240,2107-FBPTK,2020-04-25,Movie Streaming Issue,Medium,Open,51,Priya Verma,
TKT010241,9451-WLYRI,2024-02-04,Payment Issue,High,Open,23,Arjun Patel,
TKT010242,8219-VYBVI,2020-05-09,Account Login,Medium,Resolved,69,Simran Kaur,3.0
TKT010243,1991-VOPLL,2025-04-04,Phone Service Issue,High,Open,19,Rohit Kumar,
TKT010244,1991-VOPLL,2022-07-20,Account Login,Medium,Open,64,Anjali Jain,
TKT010245,9738-QLWTP,2021-09-02,Technical Support,Medium,Resolved,38,Arjun Patel,5.0
TKT010246,1016-DJTSV,2023-10-26,WiFi Connectivity,Medium,Resolved,47,Anjali Jain,5.0
TKT010247,9419-IPPBE,2023-12-09,Payment Issue,Low,Closed,103,Anjali Jain,4.0
TKT010248,9419-IPPBE,2022-11-28,Router Problem,Medium,Resolved,41,Karan Mehta,5.0
TKT010249,9419-IPPBE,2020-03-11,Account Login,Low,Resolved,56,Priya Verma,3.0
TKT010250,5699-BNCAS,2025-12-15,Phone Service Issue,Medium,Resolved,25,Rohit Kumar,5.0
TKT010251,8751-EDEKA,2023-08-08,Router Problem,High,Resolved,29,Vikas Yadav,5.0
TKT010252,6878-GGDWG,2023-10-23,Phone Service Issue,Low,Resolved,55,Aman Singh,5.0
TKT010253,6878-GGDWG,2023-09-18,Billing Issue,High,Resolved,31,Rohit Kumar,5.0
TKT010254,4039-PIMHX,2020-12-07,Billing Issue,High,Resolved,31,Rohit Kumar,4.0
TKT010255,4039-PIMHX,2021-11-05,Slow Internet,Medium,Resolved,66,Aman Singh,5.0
TKT010256,4039-PIMHX,2024-06-13,WiFi Connectivity,Medium,Closed,42,Simran Kaur,5.0
TKT010257,3604-WLABM,2024-03-09,Router Problem,Medium,In Progress,53,Simran Kaur,
TKT010258,0795-GMVQO,2021-02-19,Phone Service Issue,Medium,Open,40,Rahul Sharma,
TKT010259,0795-GMVQO,2024-01-02,Technical Support,High,In Progress,16,Neha Gupta,
TKT010260,0795-GMVQO,2022-02-20,Payment Issue,Low,Closed,67,Vikas Yadav,4.0
TKT010261,2259-OUUSZ,2025-09-25,Account Login,Low,Resolved,118,Arjun Patel,3.0
TKT010262,1142-IHLOO,2025-02-02,Payment Issue,Medium,Resolved,38,Aman Singh,4.0
TKT010263,1142-IHLOO,2025-06-05,Slow Internet,Medium,Resolved,59,Rohit Kumar,5.0
TKT010264,1142-IHLOO,2020-10-24,No Internet,High,Resolved,46,Simran Kaur,4.0
TKT010265,4633-MKHYU,2022-08-07,Billing Issue,High,Resolved,43,Rahul Sharma,4.0
TKT010266,1545-JFUML,2021-06-16,Phone Service Issue,Medium,Open,62,Neha Gupta,
TKT010267,7826-VVKWT,2020-07-01,Payment Issue,Low,Open,78,Priya Verma,
TKT010268,1353-GHZOS,2020-01-01,Account Login,Low,In Progress,104,Vikas Yadav,
TKT010269,1353-GHZOS,2025-11-10,Payment Issue,High,Resolved,32,Rohit Kumar,5.0
TKT010270,1353-GHZOS,2020-09-03,TV Streaming Issue,Low,Closed,102,Karan Mehta,4.0
TKT010271,2587-EKXTS,2021-02-25,TV Streaming Issue,Medium,Resolved,42,Aman Singh,5.0
TKT010272,2587-EKXTS,2024-05-01,TV Streaming Issue,Medium,Resolved,43,Simran Kaur,3.0
TKT010273,5442-BXVND,2022-01-14,Payment Issue,Medium,Resolved,66,Aman Singh,4.0
TKT010274,5442-BXVND,2025-08-28,Phone Service Issue,Low,Closed,98,Priya Verma,5.0
TKT010275,9753-OYLBX,2023-01-02,Payment Issue,Medium,Closed,71,Rohit Kumar,5.0
TKT010276,2364-UFROM,2021-07-23,Payment Issue,Medium,Open,29,Priya Verma,
TKT010277,6656-JWRQX,2023-09-22,Movie Streaming Issue,Low,Resolved,92,Anjali Jain,4.0
TKT010278,6656-JWRQX,2025-12-01,No Internet,Medium,Closed,26,Neha Gupta,3.0
TKT010279,6473-ULUHT,2024-07-04,Billing Issue,Low,Resolved,118,Rahul Sharma,4.0
TKT010280,6473-ULUHT,2022-03-21,Router Problem,Low,Closed,84,Aman Singh,3.0
TKT010281,7688-AWMDX,2021-03-19,WiFi Connectivity,Low,Closed,116,Rohit Kumar,4.0
TKT010282,2842-BCQGE,2024-08-06,No Internet,Medium,Resolved,36,Anjali Jain,3.0
TKT010283,5312-UXESG,2024-10-18,WiFi Connectivity,Low,Resolved,117,Priya Verma,4.0
TKT010284,5312-UXESG,2024-05-27,Payment Issue,Low,Resolved,113,Rahul Sharma,4.0
TKT010285,2150-WLKUW,2023-07-27,Router Problem,High,Closed,27,Rohit Kumar,3.0
TKT010286,2150-WLKUW,2020-06-07,Phone Service Issue,Low,Resolved,82,Arjun Patel,5.0
TKT010287,7159-FVYPK,2023-06-22,Technical Support,Medium,Resolved,27,Neha Gupta,4.0
TKT010288,7159-FVYPK,2025-09-22,Technical Support,Medium,Resolved,26,Simran Kaur,4.0
TKT010289,7032-LMBHI,2023-01-18,WiFi Connectivity,Medium,Closed,30,Rahul Sharma,4.0
TKT010290,6088-BXMRG,2020-08-07,No Internet,Low,Resolved,104,Arjun Patel,3.0
TKT010291,6088-BXMRG,2025-11-01,No Internet,Medium,Resolved,34,Priya Verma,3.0
TKT010292,6088-BXMRG,2025-03-27,Router Problem,Medium,In Progress,30,Rohit Kumar,
TKT010293,4821-SJHJV,2020-12-24,Billing Issue,High,Resolved,31,Simran Kaur,5.0
TKT010294,7346-MEDWM,2025-12-28,Router Problem,Medium,Resolved,33,Arjun Patel,3.0
TKT010295,1137-DGOWI,2023-05-20,Billing Issue,Medium,Resolved,57,Aman Singh,3.0
TKT010296,1137-DGOWI,2023-09-10,Router Problem,Low,Resolved,99,Vikas Yadav,4.0
TKT010297,9483-GCPWE,2022-01-14,Billing Issue,Medium,Open,60,Aman Singh,
TKT010298,9483-GCPWE,2025-12-11,Payment Issue,Medium,Resolved,68,Simran Kaur,5.0
TKT010299,4227-OJHAL,2025-05-07,Movie Streaming Issue,High,Resolved,33,Arjun Patel,3.0
TKT010300,4993-JCRGJ,2025-04-22,Router Problem,Medium,Open,32,Neha Gupta,
TKT010301,4993-JCRGJ,2022-04-27,Phone Service Issue,High,Resolved,23,Neha Gupta,3.0
TKT010302,9537-JALFH,2025-06-10,Account Login,Medium,Resolved,38,Rahul Sharma,4.0
TKT010303,9537-JALFH,2024-11-25,Billing Issue,High,Resolved,48,Vikas Yadav,5.0
TKT010304,6698-OXETB,2024-07-05,Billing Issue,Low,Open,56,Priya Verma,
TKT010305,2103-ZRXFN,2023-10-19,Slow Internet,Medium,Closed,39,Rohit Kumar,4.0
TKT010306,3724-BSCVH,2021-04-18,Account Login,High,Resolved,22,Simran Kaur,4.0
TKT010307,3724-BSCVH,2025-05-03,Phone Service Issue,Medium,Resolved,70,Neha Gupta,4.0
TKT010308,4877-TSOFF,2024-09-20,WiFi Connectivity,High,Resolved,30,Arjun Patel,3.0
TKT010309,4877-TSOFF,2021-07-14,WiFi Connectivity,Low,Resolved,106,Rahul Sharma,5.0
TKT010310,9209-NWPGU,2025-03-01,Phone Service Issue,Medium,Open,30,Priya Verma,
TKT010311,7306-YDSOI,2025-01-17,Router Problem,Medium,Resolved,32,Neha Gupta,5.0
TKT010312,7306-YDSOI,2025-01-08,WiFi Connectivity,Low,Closed,77,Rohit Kumar,5.0
TKT010313,5288-AHOUP,2023-03-25,Slow Internet,High,Resolved,14,Arjun Patel,5.0
TKT010314,5288-AHOUP,2023-04-26,WiFi Connectivity,High,Open,38,Vikas Yadav,
TKT010315,0655-YDGFJ,2021-09-01,Billing Issue,Medium,In Progress,35,Priya Verma,
TKT010316,8468-EHYJA,2022-03-18,WiFi Connectivity,Medium,Open,63,Neha Gupta,
TKT010317,6823-SIDFQ,2024-01-12,Account Login,Medium,Resolved,56,Karan Mehta,5.0
TKT010318,1097-FSPVW,2024-08-04,Phone Service Issue,Low,In Progress,79,Anjali Jain,
TKT010319,8328-SKJNO,2022-07-27,Movie Streaming Issue,Medium,Resolved,59,Rohit Kumar,5.0
TKT010320,8328-SKJNO,2025-12-05,Movie Streaming Issue,Medium,Resolved,25,Simran Kaur,3.0
TKT010321,7010-ZMVBF,2025-12-09,Billing Issue,Medium,Resolved,27,Rahul Sharma,4.0
TKT010322,5201-CBWYG,2020-08-08,Phone Service Issue,Low,Resolved,83,Vikas Yadav,5.0
TKT010323,6352-GIGGQ,2024-02-07,Slow Internet,Medium,Open,56,Rahul Sharma,
TKT010324,3635-QQRQD,2025-12-07,Phone Service Issue,Medium,In Progress,40,Priya Verma,
TKT010325,3635-QQRQD,2021-11-06,Billing Issue,Low,In Progress,84,Vikas Yadav,
TKT010326,2897-DOVND,2022-08-15,Payment Issue,Medium,Open,49,Priya Verma,
TKT010327,2897-DOVND,2022-10-25,Technical Support,Medium,Resolved,42,Vikas Yadav,5.0
TKT010328,2897-DOVND,2022-07-25,Technical Support,Low,Closed,102,Arjun Patel,5.0
TKT010329,0191-EQUUH,2023-06-11,Router Problem,Medium,Resolved,46,Aman Singh,4.0
