complaint_id,customer_id,complaint_date,complaint_type,severity,department,status,resolution_days,customer_satisfaction
CMP006251,5966-EMAZU,2025-11-27,Call Drop,Medium,Network,In Progress,,
CMP006252,0440-EKDCF,2024-10-04,Wrong Charges,Medium,Billing,Resolved,4.0,5.0
CMP006253,8180-AKMJV,2025-11-10,Streaming Issue,Low,Network,Resolved,8.0,4.0
CMP006254,5566-SOEZD,2025-09-26,Frequent Disconnections,Low,Technical,In Progress,,
CMP006255,5566-SOEZD,2024-10-07,Payment Issue,Medium,Sales,Open,,
CMP006256,9842-EFSYY,2020-01-17,Billing Complaint,Low,Technical,Open,,
CMP006257,4584-LBNMK,2023-06-02,Customer Support,Low,Technical,Open,,
CMP006258,9975-SKRNR,2021-01-27,Billing Complaint,Low,Billing,Resolved,14.0,5.0
CMP006259,3703-KBKZP,2022-08-03,Billing Complaint,Low,Network,Closed,7.0,3.0
CMP006260,3703-KBKZP,2020-10-02,Call Drop,Low,Billing,Resolved,9.0,3.0
CMP006261,3682-YEUWS,2020-05-07,Payment Issue,Low,Sales,Resolved,10.0,4.0
CMP006262,7379-FNIUJ,2021-09-20,Call Drop,Medium,Billing,Open,,
CMP006263,7379-FNIUJ,2024-01-23,Service Outage,Medium,Billing,In Progress,,
CMP006264,1627-AFWVJ,2021-08-16,Billing Complaint,Medium,Network,Resolved,2.0,4.0
CMP006265,0060-FUALY,2020-08-27,Streaming Issue,Low,Billing,Resolved,10.0,3.0
CMP006266,3097-IDVPU,2020-08-06,Poor Customer Support,Medium,Sales,Resolved,12.0,4.0
CMP006267,3097-IDVPU,2021-12-17,Payment Issue,Medium,Technical,Resolved,3.0,5.0
CMP006268,2197-OMWGI,2024-03-04,Low Download Speed,Medium,Technical,Resolved,5.0,5.0
CMP006269,2197-OMWGI,2022-09-19,Billing Complaint,Medium,Network,Closed,1.0,5.0
CMP006270,9795-VOWON,2025-12-10,Poor Customer Support,Low,Billing,Resolved,10.0,3.0
CMP006271,9795-VOWON,2022-06-13,Streaming Issue,Low,Billing,Resolved,8.0,4.0
CMP006272,7852-LECYP,2020-01-02,Wrong Charges,Medium,Billing,Closed,14.0,4.0
CMP006273,7852-LECYP,2023-03-09,Slow Internet,Low,Billing,Closed,4.0,3.0
CMP006274,4822-LPTYJ,2024-08-26,Billing Complaint,Low,Customer Care,Closed,13.0,4.0
CMP006275,4822-LPTYJ,2022-04-10,Slow Internet,High,Customer Care,In Progress,,
CMP006276,6527-PZFPV,2020-12-06,Payment Issue,Low,Customer Care,Closed,1.0,4.0
CMP006277,5236-XMZJY,2025-04-23,Low Download Speed,Medium,Customer Care,Open,,
CMP006278,4827-DPADN,2022-01-21,Frequent Disconnections,Low,Sales,Resolved,1.0,3.0
CMP006279,2694-CIUMO,2020-08-05,Installation Delay,Medium,Technical,In Progress,,
CMP006280,1439-LCGVL,2020-05-04,Payment Issue,Low,Customer Care,Closed,4.0,3.0
CMP006281,0909-SDHNU,2023-10-19,Slow Internet,Medium,Billing,In Progress,,
CMP006282,4647-XXZAM,2020-06-09,Billing Complaint,Low,Customer Care,In Progress,,
CMP006283,3557-HTYWR,2020-05-17,Call Drop,Medium,Sales,Resolved,1.0,4.0
CMP006284,1699-TLDLZ,2024-02-20,Billing Complaint,High,Sales,Closed,2.0,5.0
CMP006285,9150-KPBJQ,2021-10-15,Billing Complaint,Low,Billing,Closed,12.0,3.0
CMP006286,0052-DCKON,2022-06-19,Payment Issue,Medium,Sales,Open,,
CMP006287,3654-ARMGP,2025-04-19,Installation Delay,Medium,Customer Care,Open,,
CMP006288,9699-UBQFS,2024-10-04,Poor Network,Low,Network,Closed,12.0,4.0
CMP006289,9699-UBQFS,2020-02-25,Call Drop,Medium,Customer Care,Resolved,14.0,4.0
CMP006290,9367-TCUYN,2021-10-28,Payment Issue,High,Network,Open,,
CMP006291,1261-FWTTE,2023-05-23,Billing Complaint,Medium,Network,Resolved,1.0,5.0
CMP006292,1261-FWTTE,2025-04-12,Billing Complaint,Low,Billing,Resolved,12.0,5.0
CMP006293,3528-HFRIQ,2021-02-06,Poor Network,High,Customer Care,Open,,
CMP006294,0708-SJDIS,2020-12-24,Poor Network,Medium,Billing,Resolved,8.0,5.0
CMP006295,2073-QBVBI,2023-04-28,Call Drop,High,Customer Care,Resolved,1.0,3.0
CMP006296,3320-VEOYC,2024-09-22,Low Download Speed,Low,Technical,Resolved,5.0,5.0
CMP006297,5231-FIQPA,2023-09-22,Payment Issue,High,Billing,Resolved,4.0,4.0
CMP006298,6617-WLBQC,2025-05-25,Poor Customer Support,Low,Technical,Resolved,11.0,5.0
CMP006299,7326-RIGQZ,2022-04-23,Installation Delay,High,Network,In Progress,,
CMP006300,0254-FNMCI,2021-12-28,Payment Issue,Low,Sales,Resolved,1.0,4.0
CMP006301,1848-LBZHY,2022-05-06,Payment Issue,Low,Technical,Resolved,14.0,4.0
CMP006302,8118-TJAFG,2022-01-13,Low Download Speed,Medium,Network,Resolved,12.0,3.0
CMP006303,5429-LWCMV,2025-10-02,Streaming Issue,Medium,Sales,Resolved,12.0,4.0
CMP006304,3955-JBZZM,2022-09-19,Wrong Charges,Low,Billing,Open,,
CMP006305,4815-TUMEQ,2024-11-10,Customer Support,Low,Billing,Closed,12.0,3.0
CMP006306,9909-IDLEK,2022-11-01,Payment Issue,Low,Network,Open,,
CMP006307,4092-OFQZS,2024-11-11,Payment Issue,Medium,Customer Care,Resolved,15.0,3.0
CMP006308,1561-BWHIN,2022-04-02,Customer Support,Medium,Customer Care,Closed,4.0,4.0
CMP006309,9927-DSWDF,2024-04-28,Billing Complaint,Low,Technical,Resolved,1.0,3.0
CMP006310,9500-LTVBP,2023-02-21,Payment Issue,Low,Billing,Open,,
CMP006311,7252-NTGSS,2022-10-27,Slow Internet,Low,Technical,In Progress,,
CMP006312,8149-AIQCG,2023-04-22,Payment Issue,Medium,Sales,Resolved,11.0,3.0
CMP006313,0899-WZRSD,2023-04-20,Poor Customer Support,Low,Network,Closed,8.0,4.0
CMP006314,3255-GRXMG,2021-10-11,Service Outage,Medium,Technical,Open,,
CMP006315,3255-GRXMG,2020-01-07,Call Drop,Medium,Billing,Closed,14.0,4.0
CMP006316,3262-EIDHV,2021-10-24,Installation Delay,Medium,Technical,Resolved,9.0,4.0
CMP006317,7354-OIJLX,2025-04-23,Low Download Speed,High,Customer Care,Resolved,8.0,4.0
CMP006318,7354-OIJLX,2023-03-19,Wrong Charges,High,Technical,Resolved,7.0,3.0
CMP006319,1376-HHBDV,2024-07-07,Frequent Disconnections,Medium,Sales,Resolved,13.0,4.0
CMP006320,6892-BOGQE,2021-07-07,Payment Issue,Medium,Technical,Closed,7.0,3.0
CMP006321,1746-TGTWV,2020-04-19,Wrong Charges,Medium,Technical,Closed,14.0,3.0
CMP006322,5995-SNNEW,2022-10-14,Call Drop,Low,Network,Closed,12.0,5.0
CMP006323,2821-WARNZ,2020-12-24,Customer Support,Medium,Network,Resolved,3.0,3.0
CMP006324,4879-GZLFH,2020-03-06,Low Download Speed,Low,Customer Care,Resolved,4.0,5.0
CMP006325,4879-GZLFH,2023-05-12,Billing Complaint,High,Network,Open,,
CMP006326,2507-QZPQS,2021-08-20,Billing Complaint,Low,Technical,Open,,
CMP006327,7159-NOKYQ,2021-07-19,Frequent Disconnections,Low,Network,Open,,
CMP006328,5707-ZMDJP,2024-06-14,Service Outage,Medium,Technical,Resolved,8.0,3.0
CMP006329,8779-YIQQA,2023-05-16,Billing Complaint,Medium,Sales,In Progress,,
CMP006330,7136-IHZJA,2022-06-28,Installation Delay,Medium,Customer Care,Closed,13.0,5.0
CMP006331,8966-OIQHG,2024-09-02,Payment Issue,Medium,Billing,Closed,8.0,3.0
CMP006332,8739-QOTTN,2020-01-25,Customer Support,Low,Billing,Closed,2.0,4.0
CMP006333,0277-BKSQP,2023-01-05,Call Drop,Medium,Network,Closed,13.0,3.0
CMP006334,5774-XZTQC,2020-06-28,Payment Issue,Low,Technical,Resolved,8.0,3.0
CMP006335,2676-SSLTO,2025-04-06,Service Outage,Medium,Customer Care,Resolved,14.0,5.0
CMP006336,8547-NSBBO,2020-04-25,Frequent Disconnections,Medium,Network,Open,,
CMP006337,6591-QGOYB,2023-06-06,Slow Internet,Low,Sales,In Progress,,
CMP006338,9070-BCKQP,2022-09-13,Low Download Speed,Medium,Customer Care,Resolved,7.0,5.0
CMP006339,6421-SZVEM,2020-04-21,Wrong Charges,Medium,Network,In Progress,,
CMP006340,6421-SZVEM,2022-04-13,Poor Customer Support,High,Customer Care,In Progress,,
CMP006341,9633-DENPU,2020-12-05,Low Download Speed,Medium,Sales,Closed,1.0,4.0
CMP006342,7811-JIVPF,2025-07-20,Frequent Disconnections,Low,Billing,Resolved,6.0,4.0
CMP006343,7811-JIVPF,2021-05-12,Call Drop,Medium,Sales,Closed,12.0,4.0
CMP006344,9258-CNWAC,2025-05-12,Low Download Speed,Low,Technical,Closed,12.0,3.0
CMP006345,5371-VYLSX,2023-04-26,Payment Issue,Medium,Network,Resolved,1.0,4.0
CMP006346,6374-AFWOX,2025-03-25,Call Drop,Low,Sales,In Progress,,
CMP006347,5317-FLPJF,2025-12-25,Wrong Charges,Medium,Network,Resolved,9.0,4.0
CMP006348,4903-CNOZC,2023-12-01,Installation Delay,Low,Customer Care,In Progress,,
CMP006349,7267-FRMJW,2021-10-28,Payment Issue,Low,Technical,Resolved,8.0,3.0
CMP006350,4188-FRABG,2020-05-02,Wrong Charges,Low,Customer Care,Open,,
CMP006351,4128-ETESU,2021-03-28,Billing Complaint,Medium,Network,In Progress,,
CMP006352,0620-DLSLK,2023-11-05,Poor Customer Support,Low,Billing,Resolved,4.0,4.0
CMP006353,3295-YVUSR,2025-08-01,Payment Issue,Medium,Network,Resolved,6.0,4.0
CMP006354,3295-YVUSR,2023-04-23,Billing Complaint,High,Customer Care,Closed,1.0,5.0
CMP006355,8016-NCFVO,2025-12-21,Poor Network,Medium,Sales,In Progress,,
CMP006356,4119-ZYPZY,2025-08-19,Streaming Issue,Medium,Sales,Resolved,3.0,5.0
CMP006357,5549-ZGHFB,2025-09-06,Payment Issue,Low,Network,In Progress,,
CMP006358,7577-SWIFR,2022-02-05,Call Drop,Low,Technical,Closed,10.0,5.0
CMP006359,5204-HMGYF,2021-01-01,Payment Issue,Low,Customer Care,Closed,9.0,5.0
CMP006360,1078-TDCRN,2022-06-12,Poor Network,Low,Network,Closed,4.0,5.0
CMP006361,3727-OVPRY,2025-07-11,Payment Issue,Medium,Technical,Resolved,8.0,4.0
CMP006362,3797-FKOGQ,2020-08-22,Payment Issue,High,Billing,Closed,5.0,5.0
CMP006363,3797-FKOGQ,2023-05-10,Poor Customer Support,High,Customer Care,In Progress,,
CMP006364,7622-NXQZR,2024-05-08,Installation Delay,Medium,Sales,Resolved,4.0,5.0
CMP006365,6196-HBOBZ,2025-09-09,Poor Network,Medium,Sales,In Progress,,
CMP006366,7017-VFULY,2024-10-16,Payment Issue,Low,Sales,Resolved,7.0,5.0
CMP006367,8807-OPMBM,2024-08-01,Payment Issue,Medium,Network,Resolved,9.0,5.0
CMP006368,8109-YUOHE,2023-09-18,Poor Customer Support,Medium,Technical,Resolved,9.0,4.0
CMP006369,8092-NLTGF,2022-09-16,Customer Support,Medium,Billing,In Progress,,
CMP006370,5928-QLDHB,2023-12-23,Installation Delay,High,Technical,In Progress,,
CMP006371,9840-EFJQB,2023-03-04,Wrong Charges,Low,Sales,Resolved,2.0,3.0
CMP006372,9840-EFJQB,2025-04-08,Streaming Issue,High,Customer Care,Resolved,10.0,3.0
CMP006373,4801-KFYKL,2020-05-07,Customer Support,Low,Network,Resolved,9.0,4.0
CMP006374,3472-OAOOR,2022-07-24,Wrong Charges,Medium,Sales,Open,,
CMP006375,3472-OAOOR,2024-03-16,Frequent Disconnections,High,Network,Open,,
CMP006376,6135-OZQVA,2023-10-02,Call Drop,Low,Network,Resolved,4.0,5.0
CMP006377,6135-OZQVA,2023-12-24,Poor Network,High,Sales,In Progress,,
CMP006378,2252-JHJGE,2023-05-20,Payment Issue,Medium,Network,Resolved,14.0,4.0
CMP006379,2252-JHJGE,2021-11-25,Slow Internet,Medium,Billing,In Progress,,
CMP006380,4188-PCPIG,2022-09-11,Poor Customer Support,Low,Customer Care,Closed,3.0,3.0
CMP006381,3566-VVORZ,2022-02-09,Wrong Charges,Low,Sales,In Progress,,
CMP006382,3566-VVORZ,2021-02-27,Streaming Issue,High,Sales,In Progress,,
CMP006383,2480-SQIOB,2022-09-14,Service Outage,Low,Network,Resolved,11.0,4.0
CMP006384,7813-TKCVO,2025-10-12,Customer Support,Medium,Customer Care,Resolved,14.0,5.0
CMP006385,0128-MKWSG,2022-03-08,Call Drop,Low,Billing,Resolved,10.0,5.0
CMP006386,4350-ZTLPI,2023-02-23,Slow Internet,Low,Customer Care,Resolved,14.0,3.0
CMP006387,5727-MYATE,2021-07-12,Streaming Issue,Medium,Customer Care,Closed,2.0,5.0
CMP006388,3823-KYNQY,2021-04-12,Payment Issue,High,Sales,In Progress,,
CMP006389,3021-VLNRJ,2020-03-05,Payment Issue,Medium,Billing,Open,,
CMP006390,6907-FLBER,2023-07-02,Low Download Speed,Medium,Billing,Resolved,15.0,5.0
CMP006391,3001-UNBTL,2021-07-17,Poor Customer Support,Medium,Billing,Open,,
CMP006392,3507-GASNP,2020-07-18,Customer Support,Medium,Billing,Resolved,13.0,4.0
CMP006393,7096-ZNBZI,2024-03-11,Payment Issue,Low,Sales,In Progress,,
CMP006394,6050-IJRHS,2022-08-22,Payment Issue,Medium,Sales,Closed,15.0,3.0
CMP006395,6050-IJRHS,2020-05-08,Payment Issue,Low,Sales,Open,,
CMP006396,6202-JVYEU,2025-11-24,Customer Support,Medium,Customer Care,Closed,7.0,4.0
CMP006397,0734-OXWBT,2023-11-10,Slow Internet,Medium,Network,In Progress,,
CMP006398,4282-ACRXS,2021-02-13,Frequent Disconnections,High,Technical,Open,,
CMP006399,4282-ACRXS,2025-05-19,Call Drop,Low,Technical,Resolved,7.0,5.0
CMP006400,7349-ALMUX,2025-07-22,Poor Customer Support,Medium,Customer Care,Resolved,11.0,3.0
CMP006401,1841-YSJGV,2025-07-18,Service Outage,Medium,Billing,Closed,8.0,4.0
CMP006402,3976-NLDEZ,2020-03-25,Payment Issue,Medium,Customer Care,Closed,10.0,3.0
CMP006403,2282-YGNOR,2023-11-26,Poor Customer Support,Medium,Billing,In Progress,,
CMP006404,5336-UFNZP,2024-07-09,Service Outage,Medium,Customer Care,Open,,
CMP006405,5336-UFNZP,2024-01-05,Installation Delay,Medium,Billing,Resolved,3.0,5.0
CMP006406,9233-PSYHO,2023-08-22,Wrong Charges,Low,Sales,Resolved,3.0,3.0
CMP006407,9233-PSYHO,2023-06-13,Streaming Issue,Medium,Billing,Closed,1.0,4.0
CMP006408,5376-PCKNB,2022-12-25,Installation Delay,High,Customer Care,Resolved,4.0,5.0
CMP006409,4060-LDNLU,2022-02-07,Call Drop,Low,Sales,Resolved,13.0,5.0
CMP006410,4060-LDNLU,2022-08-20,Low Download Speed,Low,Customer Care,In Progress,,
CMP006411,3589-PPVKW,2024-05-14,Billing Complaint,Low,Sales,Resolved,1.0,5.0
CMP006412,3589-PPVKW,2022-09-12,Wrong Charges,Medium,Technical,Resolved,14.0,3.0
CMP006413,5887-IKKYO,2020-04-28,Call Drop,Medium,Sales,Resolved,15.0,3.0
CMP006414,1755-RMCXH,2020-02-02,Payment Issue,Medium,Customer Care,Resolved,11.0,4.0
CMP006415,3858-XHYJO,2022-07-08,Payment Issue,Medium,Billing,Resolved,9.0,5.0
CMP006416,4299-SIMNS,2025-02-24,Service Outage,Medium,Customer Care,Closed,12.0,4.0
CMP006417,2056-EVGZL,2023-04-26,Streaming Issue,High,Billing,In Progress,,
CMP006418,8777-MBMTS,2020-04-26,Low Download Speed,Low,Billing,In Progress,,
CMP006419,7753-USQYQ,2021-02-27,Streaming Issue,Medium,Customer Care,Closed,3.0,4.0
CMP006420,7661-CPURM,2024-08-11,Poor Network,Low,Network,Closed,2.0,3.0
CMP006421,6233-HXJMX,2020-09-04,Low Download Speed,High,Network,Closed,6.0,5.0
CMP006422,5902-WBLSE,2022-02-20,Billing Complaint,Medium,Sales,Resolved,6.0,5.0
CMP006423,3338-CVVEH,2020-01-09,Poor Network,Low,Sales,Resolved,14.0,4.0
CMP006424,2615-YVMYX,2023-07-23,Poor Network,Medium,Network,Resolved,14.0,5.0
CMP006425,2615-YVMYX,2021-08-14,Streaming Issue,Low,Billing,Resolved,14.0,4.0
CMP006426,5419-JKZNQ,2021-01-19,Poor Customer Support,Low,Technical,In Progress,,
CMP006427,5419-JKZNQ,2021-09-04,Poor Customer Support,Medium,Sales,Resolved,7.0,3.0
CMP006428,2495-KZNFB,2021-01-07,Streaming Issue,Medium,Sales,Resolved,3.0,3.0
CMP006429,2495-KZNFB,2024-10-28,Slow Internet,High,Customer Care,Resolved,6.0,5.0
CMP006430,1409-PHXTF,2022-01-19,Billing Complaint,High,Technical,Open,,
CMP006431,4560-WQAQW,2025-11-04,Low Download Speed,Low,Customer Care,Closed,11.0,4.0
CMP006432,9591-YVTEB,2024-04-09,Installation Delay,Medium,Sales,Resolved,9.0,3.0
CMP006433,9591-YVTEB,2023-12-20,Service Outage,Low,Network,Resolved,12.0,4.0
CMP006434,2027-DNKIV,2021-07-19,Low Download Speed,Medium,Network,Resolved,11.0,4.0
CMP006435,8075-GXIUB,2023-02-28,Payment Issue,Medium,Technical,Resolved,3.0,3.0
CMP006436,2885-HIJDH,2023-07-05,Slow Internet,Medium,Billing,Resolved,9.0,3.0
CMP006437,5424-RLQLC,2023-05-20,Poor Customer Support,Medium,Billing,Closed,4.0,4.0
CMP006438,5424-RLQLC,2024-02-25,Wrong Charges,High,Billing,Closed,6.0,5.0
CMP006439,6507-DTJZV,2024-09-10,Streaming Issue,Low,Technical,Resolved,8.0,4.0
CMP006440,7673-BQGKU,2025-03-04,Billing Complaint,Low,Customer Care,In Progress,,
CMP006441,6723-WSNTY,2025-04-24,Payment Issue,Medium,Sales,Closed,15.0,3.0
CMP006442,1061-PNTHC,2025-11-11,Poor Customer Support,Low,Technical,Closed,14.0,5.0
CMP006443,0394-YONDK,2025-05-16,Payment Issue,Low,Billing,Resolved,15.0,5.0
CMP006444,6574-MCOEH,2025-10-15,Call Drop,Medium,Network,Resolved,11.0,4.0
CMP006445,7399-QHBJS,2024-04-20,Slow Internet,Medium,Customer Care,Resolved,1.0,4.0
CMP006446,3642-GKTCT,2025-10-16,Call Drop,Low,Network,Resolved,10.0,5.0
CMP006447,0774-RMNUW,2021-06-17,Frequent Disconnections,Medium,Network,Resolved,11.0,3.0
CMP006448,1334-PDUKM,2025-11-25,Poor Network,Low,Technical,Resolved,14.0,3.0
CMP006449,0756-MPZRL,2025-08-17,Slow Internet,Medium,Customer Care,Closed,12.0,5.0
CMP006450,2927-CVULT,2020-07-08,Poor Customer Support,Medium,Technical,Resolved,1.0,3.0
CMP006451,2144-BFDSO,2021-07-17,Billing Complaint,Medium,Technical,Open,,
CMP006452,2144-BFDSO,2022-09-04,Poor Network,Medium,Customer Care,Resolved,10.0,4.0
CMP006453,8745-PVESG,2020-03-11,Billing Complaint,Medium,Billing,Resolved,3.0,4.0
CMP006454,7647-GYYKX,2024-09-23,Payment Issue,High,Network,Resolved,2.0,4.0
CMP006455,6078-VESFR,2023-07-05,Service Outage,Medium,Billing,Resolved,4.0,5.0
CMP006456,6078-VESFR,2025-02-05,Call Drop,Medium,Network,Resolved,8.0,5.0
CMP006457,9027-TMATR,2025-01-05,Installation Delay,High,Sales,Resolved,15.0,5.0
CMP006458,9110-HSGTV,2023-02-04,Installation Delay,Low,Billing,Resolved,11.0,3.0
CMP006459,0704-VCUMB,2021-06-07,Billing Complaint,Low,Customer Care,Open,,
CMP006460,1470-PSXNM,2024-07-20,Low Download Speed,Low,Billing,In Progress,,
CMP006461,1470-PSXNM,2025-10-06,Service Outage,Low,Billing,Open,,
CMP006462,9866-OCCKE,2025-06-26,Installation Delay,Low,Technical,Resolved,4.0,3.0
CMP006463,7718-UPSKJ,2025-05-23,Poor Customer Support,Medium,Customer Care,Open,,
CMP006464,1448-CYWKC,2023-11-28,Frequent Disconnections,Medium,Technical,Resolved,7.0,4.0
CMP006465,2690-DVRVK,2022-11-22,Payment Issue,Medium,Network,Resolved,5.0,4.0
CMP006466,4565-EVZMJ,2023-03-16,Service Outage,Low,Billing,Resolved,12.0,3.0
CMP006467,9441-QHEVC,2024-11-22,Payment Issue,Low,Network,Resolved,12.0,3.0
CMP006468,6705-LNMDD,2020-01-27,Service Outage,Low,Billing,In Progress,,
CMP006469,2580-ASVVY,2022-02-08,Call Drop,High,Network,Closed,11.0,4.0
CMP006470,3370-GQEAL,2021-05-18,Slow Internet,Medium,Technical,Open,,
CMP006471,3370-GQEAL,2024-02-28,Billing Complaint,Medium,Billing,In Progress,,
CMP006472,5032-USPKF,2022-10-07,Service Outage,Low,Sales,Resolved,3.0,4.0
CMP006473,4254-QPEDE,2024-03-08,Call Drop,High,Network,Closed,9.0,5.0
CMP006474,0771-CHWSK,2023-06-21,Installation Delay,Medium,Sales,Resolved,14.0,3.0
CMP006475,0771-CHWSK,2022-07-25,Payment Issue,Medium,Network,Closed,10.0,4.0
CMP006476,5375-XLDOF,2022-01-12,Slow Internet,Medium,Technical,Open,,
CMP006477,1172-VIYBP,2023-05-25,Call Drop,Medium,Network,Open,,
CMP006478,8992-OBVDG,2020-07-18,Low Download Speed,Low,Technical,Resolved,12.0,4.0
CMP006479,8992-OBVDG,2023-01-26,Poor Customer Support,Low,Technical,Closed,11.0,5.0
CMP006480,4273-MBHYA,2020-09-19,Poor Customer Support,Medium,Network,Resolved,2.0,4.0
CMP006481,4273-MBHYA,2022-05-28,Payment Issue,Medium,Customer Care,Closed,4.0,3.0
CMP006482,8232-CTLKO,2022-01-14,Call Drop,Low,Customer Care,Closed,5.0,4.0
CMP006483,2786-GCDPI,2025-12-15,Poor Network,Medium,Customer Care,In Progress,,
CMP006484,9229-RQABD,2020-05-05,Payment Issue,Low,Network,Resolved,14.0,4.0
CMP006485,6284-KMNUF,2022-10-17,Service Outage,High,Billing,Resolved,3.0,5.0
CMP006486,6284-KMNUF,2022-08-07,Installation Delay,Medium,Technical,Resolved,10.0,3.0
CMP006487,6229-UOLQL,2023-09-11,Payment Issue,Low,Billing,Resolved,5.0,3.0
CMP006488,3137-LUPIX,2020-02-17,Wrong Charges,Low,Network,Resolved,10.0,4.0
CMP006489,8676-OOQEJ,2021-02-28,Frequent Disconnections,High,Network,Resolved,1.0,4.0
CMP006490,2162-FRZAA,2020-01-04,Streaming Issue,Medium,Sales,Resolved,12.0,3.0
CMP006491,5118-MUEYH,2020-09-05,Installation Delay,Low,Billing,In Progress,,
CMP006492,3936-QQFLL,2023-03-02,Billing Complaint,Medium,Network,Resolved,5.0,4.0
CMP006493,2589-AYCRP,2021-11-04,Payment Issue,Low,Billing,Open,,
CMP006494,4067-HLYQI,2021-03-17,Slow Internet,Low,Technical,Resolved,5.0,5.0
CMP006495,4067-HLYQI,2025-03-25,Frequent Disconnections,Medium,Network,Closed,11.0,5.0
CMP006496,5057-RKGLH,2022-06-23,Customer Support,Medium,Network,In Progress,,
CMP006497,0292-WEGCH,2024-03-07,Payment Issue,Medium,Sales,Resolved,2.0,5.0
CMP006498,8910-ICHIU,2025-08-26,Wrong Charges,Medium,Sales,Open,,
CMP006499,8910-ICHIU,2025-06-15,Call Drop,Low,Billing,Resolved,5.0,5.0
CMP006500,9715-WZCLW,2024-05-16,Poor Network,Low,Sales,In Progress,,
CMP006501,9786-YWNHU,2023-03-18,Poor Customer Support,Medium,Customer Care,Resolved,5.0,5.0
CMP006502,6407-GSJNL,2022-11-10,Customer Support,Low,Technical,In Progress,,
CMP006503,4049-ZPALD,2022-08-09,Payment Issue,Low,Billing,Closed,9.0,4.0
CMP006504,4049-ZPALD,2023-05-07,Poor Customer Support,Medium,Sales,Closed,1.0,4.0
CMP006505,8961-QDZZJ,2024-06-05,Frequent Disconnections,Medium,Customer Care,Closed,2.0,4.0
CMP006506,9715-SBVSU,2023-05-10,Call Drop,Low,Sales,Open,,
CMP006507,8490-BXHEO,2020-12-17,Call Drop,Medium,Sales,Open,,
CMP006508,7173-TETGO,2023-04-18,Poor Customer Support,Low,Billing,Resolved,7.0,5.0
CMP006509,7929-SKFGK,2020-01-01,Call Drop,Low,Customer Care,Closed,1.0,3.0
CMP006510,3563-SVYLG,2023-07-23,Billing Complaint,High,Billing,In Progress,,
CMP006511,6435-VWCCY,2020-03-07,Billing Complaint,Low,Technical,Resolved,8.0,5.0
CMP006512,6435-VWCCY,2022-02-10,Poor Network,Low,Customer Care,In Progress,,
CMP006513,4998-IKFSE,2021-09-16,Call Drop,Medium,Billing,In Progress,,
CMP006514,4998-IKFSE,2024-01-27,Service Outage,High,Billing,In Progress,,
CMP006515,9488-FVZCC,2021-04-15,Poor Customer Support,Low,Customer Care,Open,,
CMP006516,5995-WWKKG,2021-07-18,Payment Issue,High,Sales,In Progress,,
CMP006517,7879-CGSFV,2023-11-22,Poor Network,Low,Network,Closed,10.0,4.0
CMP006518,7879-CGSFV,2025-10-22,Streaming Issue,Low,Sales,Resolved,6.0,4.0
CMP006519,7109-MFBYV,2022-01-25,Streaming Issue,Low,Sales,Resolved,10.0,4.0
CMP006520,1833-TCXKK,2020-05-22,Slow Internet,Medium,Billing,In Progress,,
CMP006521,1833-TCXKK,2022-01-13,Payment Issue,Medium,Billing,Open,,
CMP006522,0580-PIQHM,2021-06-03,Poor Customer Support,High,Technical,Resolved,12.0,3.0
CMP006523,5696-CEIQJ,2023-09-17,Poor Network,Low,Billing,Resolved,10.0,4.0
CMP006524,3026-ATZYV,2021-04-08,Installation Delay,High,Billing,Open,,
CMP006525,9496-IVVRP,2021-02-11,Frequent Disconnections,Medium,Sales,Open,,
CMP006526,9496-IVVRP,2024-05-15,Frequent Disconnections,Medium,Customer Care,In Progress,,
CMP006527,2657-VPXTA,2025-06-21,Poor Customer Support,High,Technical,Closed,4.0,5.0
CMP006528,2657-VPXTA,2023-12-15,Service Outage,Low,Customer Care,Closed,9.0,4.0
CMP006529,6551-VLJMV,2022-10-10,Customer Support,Medium,Customer Care,Resolved,10.0,5.0
CMP006530,9289-LBQVU,2020-01-15,Billing Complaint,High,Billing,Resolved,5.0,3.0
CMP006531,3458-IDMFK,2023-12-08,Payment Issue,Low,Technical,Resolved,14.0,5.0
CMP006532,6933-FHBZC,2020-01-10,Streaming Issue,High,Network,Resolved,5.0,4.0
CMP006533,6933-FHBZC,2022-01-08,Installation Delay,High,Network,Closed,14.0,3.0
CMP006534,0221-NAUXK,2021-09-10,Payment Issue,Medium,Network,Open,,
CMP006535,9770-KXGQU,2021-06-18,Frequent Disconnections,High,Sales,Resolved,11.0,5.0
CMP006536,6538-POCHL,2020-06-04,Billing Complaint,Medium,Network,Resolved,15.0,4.0
CMP006537,6538-POCHL,2023-02-13,Call Drop,Low,Sales,Resolved,8.0,3.0
CMP006538,3002-WQZWT,2025-11-03,Service Outage,Low,Technical,Resolved,8.0,3.0
CMP006539,3002-WQZWT,2023-11-13,Streaming Issue,High,Customer Care,In Progress,,
CMP006540,1208-NBVFH,2021-04-01,Low Download Speed,Low,Sales,In Progress,,
CMP006541,1208-NBVFH,2025-12-04,Wrong Charges,High,Technical,Resolved,11.0,4.0
CMP006542,4912-PIGUY,2021-10-05,Low Download Speed,Low,Billing,Resolved,10.0,3.0
CMP006543,2725-TTRIQ,2023-10-16,Payment Issue,Medium,Sales,Closed,1.0,5.0
CMP006544,3374-TTZTK,2021-12-09,Call Drop,Low,Technical,Resolved,15.0,4.0
