Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,total_logins,avg_session_minutes,successful_logins,total_transactions,total_amount,avg_transaction,total_internet_usage,avg_download_speed,avg_upload_speed,total_call_minutes,total_sms,total_streaming_hours,support_ticket_count,avg_resolution_time,avg_customer_rating,complaint_count,avg_resolution_days,total_campaigns,emails_opened,emails_clicked,conversions,total_offers,offers_accepted,total_offer_value
0,0,0,0,52,1,0,0,2,0,0,0,0,0,0,1,0,49.75,2535.55,0,26,6334,66,58.10606060606061,65,52,2876.39,55.31519230769231,10987.43,53.903269230769226,25.85076923076923,63652,21940,0.0,3.0,55.66666666666666,3.0,0.0,0.0,6,4,1,0,0.0,0.0,0.0
1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,6880.85,0,22,4576,83,44.62650602409639,81,64,7749.2,121.08125,35693.3,379.0771875,154.89609375,88885,24353,9576.8,0.0,0.0,0.0,1.0,0.0,7,6,4,1,1.0,1.0,0.0
1,0,1,0,62,1,0,0,0,2,2,2,0,0,2,1,1,60.15,3753.2,0,80,4404,73,49.273972602739725,70,62,4142.18,66.80935483870968,13676.2,46.71387096774194,25.188870967741934,80674,23089,0.0,2.0,43.0,3.5,1.0,4.0,4,3,0,0,0.0,0.0,0.0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05,637.55,0,28,2347,74,49.554054054054056,73,30,632.45,21.081666666666667,0.0,0.0,0.0,36050,12816,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,1.0,1.0,3.81
1,1,1,0,63,1,0,0,2,2,2,2,2,2,1,1,0,84.0,5329.55,0,42,5688,102,51.96078431372549,100,63,5912.76,93.85333333333334,14145.08,47.81507936507936,24.07380952380953,70717,25814,7963.32,0.0,0.0,0.0,0.0,0.0,8,6,1,0,1.0,1.0,0.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.55,44.55,0,45,5825,33,44.96969696969697,32,1,52.57,52.57,144.2,71.42,38.13,770,733,0.0,2.0,38.5,4.5,1.0,8.0,6,5,1,0,1.0,1.0,0.0
1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,1539.8,0,53,5640,74,45.28378378378378,69,15,1722.41,114.82733333333334,7816.21,428.0693333333333,178.42466666666667,16486,5753,1931.8,1.0,96.0,4.0,0.0,0.0,5,2,0,0,1.0,0.0,0.0
1,0,1,1,27,1,0,1,2,2,0,0,0,0,1,1,1,80.65,2209.75,0,31,5856,86,49.34883720930232,82,27,2408.35,89.19814814814815,15293.93,370.0229629629629,151.55555555555554,36404,10365,0.0,2.0,77.5,3.5,2.0,0.0,6,5,3,0,1.0,0.0,0.0
0,0,0,1,4,0,1,0,2,2,2,0,2,2,0,1,3,57.2,223.75,0,26,2421,84,50.57142857142857,81,4,255.7,63.925,899.98,44.8675,19.0625,0,0,671.54,1.0,35.0,4.0,1.0,0.0,4,4,1,1,2.0,1.0,11.44
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,7751.7,0,34,4848,110,53.17272727272727,107,72,8833.15,122.68263888888887,40048.88,351.6152777777777,152.5225,97708,32554,10023.65,3.0,65.0,4.333333333333333,0.0,0.0,6,5,3,0,0.0,0.0,0.0
1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,1174.35,0,61,5644,85,47.65882352941176,82,45,1232.61,27.39133333333333,0.0,0.0,0.0,54330,16812,0.0,0.0,0.0,0.0,1.0,0.0,4,3,1,0,1.0,1.0,2.47
0,1,0,0,45,1,2,1,2,2,0,2,2,0,0,1,2,97.05,4385.05,0,34,4735,125,49.544,123,45,4886.49,108.58866666666668,24156.39,379.6988888888889,167.67066666666668,56667,20576,6340.75,1.0,37.0,4.0,0.0,0.0,8,5,1,0,1.0,1.0,9.71
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35,2606.35,0,38,4771,64,53.0625,64,36,3052.41,84.78916666666666,7081.95,47.66222222222222,24.484166666666667,51316,14794,4806.68,2.0,56.0,4.5,0.0,0.0,5,4,2,1,0.0,0.0,0.0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,18.9,0,69,4480,58,52.94827586206897,56,1,19.47,19.47,0.0,0.0,0.0,627,111,0.0,1.0,49.0,3.0,1.0,14.0,4,3,3,1,0.0,0.0,0.0
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45,1261.35,0,47,5111,93,47.80645161290322,92,16,1316.23,82.264375,8673.72,393.29875,138.179375,21856,8388,0.0,2.0,69.5,3.0,2.0,8.0,5,3,1,1,1.0,1.0,0.0
0,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,1,84.4,5969.3,0,21,5619,89,51.764044943820224,87,71,6598.25,92.9330985915493,15045.29,47.95577464788733,24.458169014084508,90765,31572,9080.33,2.0,56.5,4.0,0.0,0.0,7,5,1,0,0.0,0.0,0.0
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,253.9,0,54,4458,89,47.550561797752806,88,10,264.72,26.472,0.0,0.0,0.0,14484,3841,0.0,1.0,98.0,0.0,1.0,10.0,7,5,3,1,1.0,1.0,0.0
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,400,0,24,4328,81,45.55555555555556,81,20,443.14,22.157,0.0,0.0,0.0,22416,8121,0.0,1.0,12.0,5.0,0.0,0.0,3,3,0,0,0.0,0.0,0.0
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,227.35,0,66,2328,33,45.03030303030303,32,4,234.22,58.555,903.29,41.065,27.3725,4713,932,637.83,3.0,70.33333333333333,4.0,0.0,0.0,8,6,1,0,0.0,0.0,0.0
1,1,1,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.3,2357.75,0,67,2217,87,50.52873563218391,82,29,2707.67,93.36793103448277,16622.760000000002,371.4844827586207,169.5648275862069,36386,11292,4486.02,2.0,65.0,3.0,0.0,0.0,4,2,1,0,1.0,0.0,0.0
1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,100.2,198.5,0,23,4855,55,52.98181818181818,54,2,216.44,108.22,952.82,564.79,130.505,1528,898,317.01,2.0,40.0,3.0,2.0,0.0,3,2,1,0,2.0,2.0,50.1
0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,19.4,554.25,0,35,2265,77,53.72727272727273,75,29,630.83,21.752758620689654,0.0,0.0,0.0,34633,12647,0.0,0.0,0.0,0.0,1.0,2.0,5,3,2,0,1.0,1.0,3.88
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,251.65,0,54,2486,84,47.845238095238095,80,13,291.49,22.42230769230769,0.0,0.0,0.0,15578,4444,0.0,2.0,71.5,5.0,0.0,0.0,3,3,1,0,1.0,1.0,0.0
0,0,1,0,59,1,2,1,2,2,0,0,2,0,0,1,2,94.75,5597.65,0,26,5238,138,53.927536231884055,133,59,6117.83,103.69203389830508,32123.31,370.6220338983051,146.82813559322034,69817,23579,7747.67,3.0,79.33333333333333,5.0,1.0,10.0,4,4,1,0,0.0,0.0,0.0
1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35,768.05,0,44,2935,76,51.80263157894737,74,18,895.38,49.74333333333333,4570.76,48.66555555555556,25.92388888888889,20377,7525,0.0,1.0,103.0,0.0,0.0,0.0,5,2,0,0,0.0,0.0,0.0
0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,1215.8,0,22,4451,80,50.45,80,17,1379.93,81.17235294117647,3993.42,47.14823529411765,21.33764705882353,18783,6770,2266.92,2.0,31.0,3.5,0.0,0.0,4,4,1,1,0.0,0.0,0.0
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65,0,51,4795,75,51.17333333333333,72,47,3794.91,80.7427659574468,11136.31,50.2536170212766,24.01659574468085,54514,21269,6372.13,3.0,44.333333333333336,3.6666666666666665,0.0,0.0,5,3,2,0,0.0,0.0,0.0
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,910.45,0,76,5749,96,55.97916666666666,95,19,1060.7,55.82631578947369,3987.86,53.32736842105263,24.15368421052632,25348,8075,0.0,3.0,50.0,5.0,2.0,7.5,7,5,1,0,1.0,0.0,10.02
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3656.25,0,31,5583,83,50.14457831325301,78,68,3995.67,58.75985294117647,13767.76,52.32485294117648,25.785441176470588,0,0,9753.01,2.0,76.0,4.0,2.0,3.0,7,6,4,1,1.0,0.0,100.0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85,52,0,80,4107,69,47.56521739130435,67,2,42.870000000000005,21.435,0.0,0.0,0.0,2112,1300,0.0,2.0,39.5,5.0,0.0,0.0,5,5,2,1,1.0,1.0,3.97
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,0,26,4665,63,47.31746031746032,63,7,182.85,26.12142857142857,1836.21,51.18714285714286,19.31857142857143,0,0,0.0,1.0,46.0,0.0,2.0,9.0,7,6,2,0,2.0,2.0,0.0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55,389.25,0,28,2386,84,51.892857142857146,81,18,390.81,21.711666666666662,0.0,0.0,0.0,21463,7313,0.0,0.0,0.0,0.0,0.0,0.0,7,4,1,1,1.0,1.0,0.0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1873.7,0,52,6334,126,49.65079365079365,126,71,1973.62,27.79746478873239,0.0,0.0,0.0,97025,30561,0.0,1.0,69.0,0.0,0.0,0.0,4,3,0,0,0.0,0.0,0.0
1,1,1,0,13,1,2,1,2,2,0,0,0,2,0,0,1,93.8,1261,0,43,5870,87,53.57471264367816,84,13,1349.73,103.82538461538462,7909.03,297.69307692307694,160.8223076923077,17828,6343,2098.07,2.0,53.0,4.5,2.0,9.0,5,4,2,1,0.0,0.0,0.0
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,7346.2,0,45,4655,108,48.333333333333336,107,72,8187.18,113.71083333333334,38036.7,357.0383333333333,157.44805555555556,93897,30190,9614.86,3.0,34.0,4.333333333333333,2.0,13.0,7,5,3,0,1.0,0.0,0.0
1,0,1,1,66,0,1,0,0,2,2,0,2,2,2,1,1,56.75,3708.4,0,46,5748,107,52.76635514018692,105,66,4093.14,62.017272727272726,14003.23,50.24560606060607,24.532272727272726,0,0,8086.73,1.0,65.0,5.0,0.0,0.0,6,4,0,0,0.0,0.0,0.0
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65,0,48,4654,45,49.77777777777778,43,24,546.32,22.763333333333332,0.0,0.0,0.0,35382,10303,0.0,0.0,0.0,0.0,1.0,1.0,3,2,1,0,0.0,0.0,0.0
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.45,1385.85,0,52,5577,69,46.47826086956522,67,56,1525.23,27.23625,0.0,0.0,0.0,70709,22530,0.0,1.0,48.0,3.0,0.0,0.0,8,5,1,1,1.0,1.0,4.89
0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6,548.8,0,75,2628,94,51.97872340425532,93,22,618.54,28.115454545454543,0.0,0.0,0.0,30402,9492,0.0,2.0,62.0,4.0,0.0,0.0,3,3,1,0,1.0,1.0,0.0
0,0,0,0,42,1,0,0,2,2,2,0,0,0,0,0,0,59.65,2536.55,0,80,3048,67,53.53731343283582,66,42,2765.59,65.84738095238096,9164.98,49.979523809523805,27.55119047619048,59234,19499,0.0,3.0,44.333333333333336,3.6666666666666665,1.0,0.0,4,2,1,0,0.0,0.0,0.0
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,83.3,6042.7,0,61,4505,93,45.56989247311828,91,72,6652.05,92.38958333333332,15006.5,53.63805555555555,25.30388888888889,90576,30272,10249.55,0.0,0.0,0.0,1.0,1.0,7,3,1,1,0.0,0.0,0.0
0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55,958.25,0,62,3445,47,50.74468085106383,46,12,1094.61,91.21750000000002,6083.14,371.3108333333333,174.91,18331,5065,0.0,2.0,77.5,4.0,1.0,0.0,4,2,0,0,1.0,1.0,0.0
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1730.65,0,72,4766,96,48.76041666666666,94,71,1910.27,26.905211267605637,0.0,0.0,0.0,95705,28435,0.0,2.0,43.5,4.0,0.0,0.0,4,3,1,1,0.0,0.0,0.0
0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6,0,39,3656,49,47.57142857142857,49,26,548.84,21.10923076923077,0.0,0.0,0.0,33649,10008,0.0,1.0,62.0,0.0,1.0,4.0,4,4,2,0,1.0,0.0,3.84
0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95,0,56,4236,65,50.67692307692308,65,7,232.71,33.24428571428572,1441.23,50.02571428571429,30.25,0,0,0.0,2.0,30.5,3.5,1.0,0.0,6,6,1,0,1.0,1.0,5.96
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,3,45.5,285.2,0,51,5450,56,49.19642857142857,56,6,299.39,49.89833333333333,1150.61,63.76166666666666,22.188333333333333,7562,3381,0.0,2.0,47.5,4.0,1.0,0.0,3,3,1,0,1.0,1.0,0.0
1,0,1,0,51,0,1,0,0,2,0,0,0,0,0,1,1,30.05,1529.45,0,21,5045,61,54.29508196721312,60,51,1697.33,33.28098039215686,11052.53,48.40901960784314,22.84078431372549,0,0,0.0,3.0,33.333333333333336,3.6666666666666665,0.0,0.0,5,4,2,1,0.0,0.0,0.0
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,65.65,4664.5,0,47,4934,115,52.095652173913045,111,72,5196.93,72.17958333333334,14823.66,51.37611111111111,25.43375,0,0,11047.4,0.0,0.0,0.0,0.0,0.0,8,8,4,1,0.0,0.0,0.0
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,0,75,2831,92,48.891304347826086,89,47,3910.58,83.20382978723404,10741.46,48.1563829787234,28.24404255319149,62226,14788,5942.16,1.0,70.0,4.0,1.0,1.0,5,3,2,0,1.0,1.0,100.0
1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,7053.35,0,43,5166,101,46.55445544554456,101,62,7609.41,122.73241935483873,33230.36,381.6851612903226,154.7627419354839,76253,26403,8397.52,2.0,42.0,4.0,0.0,0.0,7,4,3,2,0.0,0.0,0.0
0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,19.7,301.55,0,43,5293,69,51.47826086956522,69,16,346.38,21.64875,0.0,0.0,0.0,25006,6418,0.0,1.0,30.0,0.0,1.0,2.0,5,3,2,1,1.0,1.0,500.0
1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,1,49.5,312.7,0,75,5552,73,50.3013698630137,73,6,340.55,56.75833333333333,1270.65,55.05833333333334,34.01833333333333,5288,2200,0.0,0.0,0.0,0.0,0.0,0.0,8,5,1,1,2.0,1.0,0.0
0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2960.1,0,73,4479,78,46.85897435897436,76,69,3321.33,48.13521739130434,15305.03,48.52449275362319,26.27623188405797,0,0,9455.05,3.0,50.0,4.333333333333333,0.0,0.0,5,4,1,1,1.0,0.0,0.0
0,0,1,0,64,1,2,1,0,2,2,2,2,2,0,1,2,111.15,6953.4,0,55,5455,118,46.40677966101695,117,64,7838.39,122.47484375,32947.41,337.8665625,156.05671875,88315,24520,8559.7,2.0,60.0,4.0,0.0,0.0,3,2,0,0,1.0,0.0,33.34
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,20.6,541.5,0,50,2305,50,52.4,49,25,556.25,22.25,0.0,0.0,0.0,37167,9041,0.0,1.0,61.0,4.0,0.0,0.0,8,6,2,0,0.0,0.0,0.0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,1,19.65,116.85,0,27,3945,79,52.34177215189873,78,6,134.23000000000002,22.37166666666667,0.0,0.0,0.0,7852,2590,0.0,0.0,0.0,0.0,1.0,12.0,6,5,1,0,1.0,1.0,0.0
1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,7942.15,0,42,5845,68,52.23529411764706,65,66,8416.08,127.51636363636364,34192.2,325.36954545454546,143.59924242424242,82917,29175,8729.6,2.0,65.0,5.0,1.0,0.0,3,3,1,0,0.0,0.0,0.0
0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,88.65,5321.25,0,79,4730,71,51.87323943661972,71,61,6039.82,99.01344262295082,13674.65,51.03934426229508,25.45409836065574,76055,23569,7065.85,0.0,0.0,0.0,1.0,0.0,8,6,1,1,1.0,1.0,8.87
0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5,4156.8,0,32,4745,92,50.641304347826086,92,43,4459.4400000000005,103.7079069767442,22726.01,333.1244186046512,156.84511627906977,50369,18503,5788.17,1.0,28.0,4.0,2.0,13.0,7,3,1,0,0.0,0.0,0.0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.1,223.6,0,32,5179,85,51.88235294117647,83,12,265.54,22.12833333333333,0.0,0.0,0.0,14244,3256,0.0,1.0,55.0,3.0,1.0,0.0,5,5,0,0,0.0,0.0,0.0
1,1,0,0,23,0,1,0,0,0,0,0,0,2,0,1,0,34.65,768.45,0,67,2307,63,51.93650793650794,62,23,895.4599999999999,38.93304347826086,5059.59,48.18391304347826,25.62913043478261,0,0,3089.43,3.0,69.33333333333333,4.5,2.0,6.5,5,4,3,1,1.0,0.0,0.0
1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,0,51,5491,94,49.70212765957447,93,71,4122.49,58.06323943661972,15792.64,48.98225352112676,24.129436619718312,0,0,9612.44,3.0,56.333333333333336,3.6666666666666665,1.0,0.0,7,6,1,0,0.0,0.0,0.0
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5,0,55,5567,62,53.64516129032258,61,34,2419.3,71.15588235294118,7698.41,49.597647058823526,24.032647058823528,39648,15225,5006.18,1.0,29.0,5.0,1.0,8.0,3,2,0,0,0.0,0.0,0.0
0,0,1,0,41,0,1,0,0,2,0,2,0,0,1,0,3,35.45,1391.65,0,80,2954,107,49.00934579439252,103,41,1633.54,39.842439024390245,8229.98,49.06780487804878,24.147073170731705,0,0,0.0,1.0,27.0,4.0,1.0,1.0,8,6,2,0,1.0,1.0,0.0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1379.8,0,33,5451,104,52.39423076923077,100,72,1569.57,21.79958333333333,0.0,0.0,0.0,83600,30823,0.0,1.0,67.0,4.0,0.0,0.0,7,4,3,2,0.0,0.0,0.0
1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,1273.3,0,78,3502,116,45.37931034482759,115,14,1455.06,103.93285714285716,7884.42,336.9207142857143,140.13357142857143,16448,7232,1735.1,3.0,65.33333333333333,3.6666666666666665,1.0,5.0,4,4,2,1,0.0,0.0,0.0
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,0,40,3523,91,50.73626373626374,91,41,900.63,21.966585365853657,0.0,0.0,0.0,54650,16930,0.0,1.0,12.0,3.0,1.0,4.0,5,3,0,0,0.0,0.0,0.0
0,0,1,1,23,1,2,1,2,0,0,0,0,0,1,0,1,81.85,1810.85,0,80,5939,71,48.732394366197184,71,23,2065.78,89.81652173913042,10929.47,302.7313043478261,152.47260869565216,29890,10326,0.0,1.0,107.0,0.0,1.0,11.0,7,7,2,1,0.0,0.0,0.0
1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3,7782.85,0,61,5737,115,45.93913043478261,112,71,8490.33,119.58211267605634,38066.93,374.08338028169015,154.62366197183098,95303,29078,10100.39,0.0,0.0,0.0,0.0,0.0,6,3,2,0,1.0,1.0,10.93
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1797.1,0,46,6011,104,47.38461538461539,103,72,2020.68,28.065,0.0,0.0,0.0,91088,25561,0.0,1.0,32.0,4.0,0.0,0.0,4,4,2,2,1.0,0.0,0.0
1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,69.8,377.85,0,62,2651,52,47.96153846153846,51,6,459.26,76.54333333333334,3667.81,269.89166666666665,188.90666666666667,4600,2980,0.0,2.0,45.5,3.0,1.0,0.0,3,2,2,1,1.0,1.0,500.0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,1,1,20.0,445.3,0,62,2170,82,51.573170731707314,80,23,503.8,21.90434782608696,0.0,0.0,0.0,27430,10248,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,1.0,1.0,4.0
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,0,37,5234,131,53.06870229007634,130,72,8699.59,120.82763888888888,35598.0,369.86083333333335,144.50902777777776,83282,30390,9939.26,1.0,45.0,4.0,1.0,1.0,7,4,2,0,1.0,0.0,0.0
0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1,0,42,2547,82,50.64634146341464,82,7,387.79,55.39857142857143,1498.8200000000002,60.73571428571428,26.59,5888,2646,0.0,2.0,46.5,4.5,1.0,14.0,3,3,2,1,2.0,1.0,1000.0
1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,906.85,0,60,2757,91,47.527472527472526,90,9,1022.1,113.56666666666666,4613.53,291.6277777777778,147.7811111111111,11554,3995,1127.88,1.0,57.0,3.0,1.0,12.0,6,5,1,0,0.0,0.0,0.0
0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55,0,80,4041,61,49.63934426229508,60,12,1195.55,99.62916666666666,5049.14,358.81583333333333,145.86416666666665,16681,4930,1301.75,3.0,39.0,3.0,1.0,12.0,8,4,1,0,0.0,0.0,0.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0,25,2742,84,48.66666666666666,83,1,22.89,22.89,0.0,0.0,0.0,1245,624,0.0,1.0,56.0,5.0,0.0,0.0,3,3,1,0,0.0,0.0,0.0
0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9,1388.75,0,49,2617,100,50.53,99,48,1609.62,33.533750000000005,11246.19,52.73791666666667,24.410833333333333,0,0,0.0,2.0,105.5,3.0,0.0,0.0,4,4,0,0,0.0,0.0,0.0
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,0,80,2317,52,45.63461538461539,51,20,1725.64,86.282,9849.5,373.503,169.422,28713,6881,2900.79,1.0,36.0,0.0,1.0,0.0,7,4,1,1,1.0,0.0,100.0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2,0,38,4190,49,51.265306122448976,49,10,215.14,21.514,0.0,0.0,0.0,12443,5303,0.0,0.0,0.0,0.0,1.0,12.0,8,5,3,1,2.0,2.0,0.0
1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8,1826.7,0,26,3222,57,47.80701754385965,56,20,2134.36,106.718,10647.64,346.42,175.9345,23442,7226,2107.9700000000003,0.0,0.0,0.0,1.0,0.0,8,3,0,0,0.0,0.0,0.0
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5,0,40,4147,50,51.14,49,20,459.54,22.977,0.0,0.0,0.0,27738,8416,0.0,2.0,65.0,0.0,1.0,15.0,6,5,2,1,0.0,0.0,0.0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5,0,27,4464,95,47.49473684210526,91,19,411.17,21.64052631578948,0.0,0.0,0.0,23871,6818,0.0,1.0,62.0,3.0,1.0,4.0,7,4,1,0,0.0,0.0,0.0
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55,0,68,2429,92,45.59782608695652,92,22,2589.94,117.72454545454546,11812.72,365.23136363636365,152.1168181818182,31670,7237,3026.26,2.0,76.0,4.0,1.0,1.0,5,3,1,1,1.0,1.0,31.38
0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2835.9,0,31,3999,80,48.6875,79,35,3073.9,87.82571428571428,19325.29,352.7314285714286,150.45685714285713,40492,14107,0.0,1.0,81.0,0.0,1.0,0.0,5,4,2,1,0.0,0.0,0.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15,45.15,0,48,4131,56,51.73214285714285,55,1,48.77,48.77,299.35,50.58,36.8,1122,603,0.0,2.0,52.0,5.0,1.0,0.0,4,3,1,0,1.0,0.0,0.0
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85,0,62,3271,64,47.328125,63,39,3150.61,80.78487179487179,20166.35,378.82666666666665,156.2202564102564,49550,15946,0.0,2.0,32.0,4.0,1.0,11.0,7,5,1,0,0.0,0.0,0.0
0,1,1,0,54,1,0,1,0,0,2,2,2,2,1,1,2,99.1,5437.1,0,54,4118,106,52.5377358490566,104,54,5893.46,109.13814814814816,28300.08,390.12388888888887,146.21851851851852,72797,23657,7350.29,0.0,0.0,0.0,0.0,0.0,8,4,2,0,1.0,0.0,9.91
1,0,0,0,56,1,2,1,2,0,0,2,2,2,0,1,3,105.35,5794.45,0,31,5680,100,49.86,98,56,6497.76,116.03142857142858,30392.33,323.0966071428571,165.2605357142857,72977,25032,7437.54,2.0,38.0,4.0,1.0,8.0,7,3,1,0,1.0,1.0,100.0
1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65,747.2,0,75,4403,91,52.56043956043956,89,18,917.15,50.952777777777776,4503.76,45.68388888888889,26.44222222222222,23645,6637,0.0,2.0,31.5,4.0,2.0,14.0,7,6,0,0,0.0,0.0,0.0
0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95,1267.95,0,65,3855,54,48.07407407407408,51,16,1433.46,89.59125,7970.95,354.386875,158.665,23377,7462,0.0,3.0,73.33333333333333,4.0,0.0,0.0,4,4,2,1,1.0,1.0,15.99
0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95,0,45,6309,55,51.67272727272727,55,68,4153.86,61.08617647058823,14722.83,50.41338235294118,23.52279411764706,79366,25629,0.0,2.0,26.5,5.0,0.0,0.0,3,3,3,1,1.0,0.0,16.34
0,1,1,0,53,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1275.6,0,70,5295,63,52.66666666666666,62,53,1466.93,27.677924528301887,0.0,0.0,0.0,68070,25724,0.0,2.0,37.5,5.0,0.0,0.0,4,3,0,0,1.0,0.0,0.0
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,0,1,84.7,5893.9,0,49,6375,96,52.34375,96,72,6717.66,93.30083333333332,14812.86,48.79083333333333,23.53236111111111,98841,29546,10133.13,0.0,0.0,0.0,1.0,9.0,3,3,1,0,0.0,0.0,0.0
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,75.85,724.65,0,70,5212,48,50.35416666666666,47,9,748.62,83.18,4941.7,313.3955555555556,140.38222222222225,14743,4041,0.0,1.0,40.0,3.0,2.0,7.5,3,3,0,0,2.0,0.0,0.0
