offer_id,customer_id,offer_date,offer_type,offer_value,accepted,response_date,customer_segment,churn_label
OFF004866,8414-OOEEL,2024-02-27,20% Discount,15.9,Yes,2024-02-28,Loyal,No
OFF004867,4531-AUZNK,2023-03-27,Loyalty Reward,0.0,Yes,2023-03-28,Loyal,No
OFF004868,1855-CFULU,2025-04-21,20% Discount,4.01,Yes,2025-04-23,New,No
OFF004869,1855-CFULU,2024-11-06,Loyalty Reward,0.0,Yes,2024-11-11,New,No
OFF004870,1872-EBWSC,2025-08-13,Cashback ₹500,500.0,Yes,2025-08-19,Regular,No
OFF004871,7026-YMSBE,2025-11-27,Loyalty Reward,0.0,Yes,2025-11-28,Regular,No
OFF004872,6997-UVGOX,2025-05-17,10% Discount,25.64,Yes,2025-05-23,Loyal,No
OFF004873,5781-BKHOP,2025-07-25,Free Installation,0.0,Yes,2025-07-28,Loyal,No
OFF004874,8628-MFKAX,2024-12-12,Free 3 Months Streaming,0.0,Yes,2024-12-14,Loyal,No
OFF004875,7629-WIXZF,2024-09-20,Free 3 Months Streaming,0.0,Yes,2024-09-23,New,No
OFF004876,2466-NEJOJ,2025-03-17,Loyalty Reward,0.0,Yes,2025-03-23,New,No
OFF004877,0254-KCJGT,2024-08-28,Cashback ₹500,500.0,No,,Loyal,No
OFF004878,5472-CVMDX,2025-03-17,Free Installation,0.0,No,,Loyal,No
OFF004879,8150-QUDFX,2025-08-23,10% Discount,3.97,Yes,2025-08-28,New,No
OFF004880,9508-ILZDG,2023-05-02,10% Discount,28.9,No,,Regular,No
OFF004881,2346-DJQTB,2023-09-11,30% Discount,7.24,Yes,2023-09-15,Regular,No
OFF004882,1697-LYYYX,2023-10-28,Free Installation,0.0,Yes,2023-10-28,Loyal,No
OFF004883,1942-OQFRW,2023-07-04,Premium Support,0.0,No,,New,No
OFF004884,4231-LZUYM,2025-06-07,20% Discount,7.69,Yes,2025-06-12,Loyal,No
OFF004885,3594-BDSOA,2023-06-13,Free 3 Months Streaming,0.0,Yes,2023-06-17,Regular,No
OFF004886,5133-VRSAB,2023-03-20,Extra 100GB Data,100.0,Yes,2023-03-24,New,No
OFF004887,5133-VRSAB,2025-12-14,Extra 100GB Data,100.0,No,,New,No
OFF004888,0484-JPBRU,2024-01-01,Loyalty Reward,0.0,No,,Loyal,No
OFF004889,7883-ROJOC,2024-11-13,Free 3 Months Streaming,0.0,No,,Regular,No
OFF004890,0244-LGNFY,2024-10-04,Free 3 Months Streaming,0.0,Yes,2024-10-06,Loyal,No
OFF004891,7274-CGTOD,2023-06-26,Free Installation,0.0,No,,Loyal,No
OFF004892,1866-ZSLJM,2024-06-28,10% Discount,2.05,Yes,2024-06-28,Regular,No
OFF004893,4636-TVXVG,2024-09-07,Free Installation,0.0,No,,Loyal,No
OFF004894,9392-XBGTD,2023-06-24,Loyalty Reward,0.0,No,,Regular,No
OFF004895,1110-KYLGQ,2025-10-07,Extra 100GB Data,100.0,Yes,2025-10-11,Loyal,No
OFF004896,9929-PLVPA,2025-08-08,20% Discount,4.08,Yes,2025-08-12,New,No
OFF004897,9929-PLVPA,2023-04-24,Free Upgrade,0.0,Yes,2023-04-28,New,No
OFF004898,7693-QPEFS,2023-04-23,Free Upgrade,0.0,Yes,2023-04-24,Loyal,No
OFF004899,0924-BJCRC,2025-08-15,Extra 100GB Data,100.0,No,,Loyal,No
OFF004900,4455-BFSPD,2025-11-28,Free 3 Months Streaming,0.0,Yes,2025-11-28,Loyal,No
OFF004901,8295-FHIVV,2024-05-19,Free 3 Months Streaming,0.0,No,,New,No
OFF004902,1179-INLAT,2024-12-09,Cashback ₹500,500.0,Yes,2024-12-13,New,No
OFF004903,1179-INLAT,2023-03-24,Free Installation,0.0,No,,New,No
OFF004904,5468-BPMMO,2024-03-05,Free Upgrade,0.0,Yes,2024-03-11,Loyal,No
OFF004905,0197-PNKNK,2025-10-23,30% Discount,16.89,Yes,2025-10-28,Loyal,No
OFF004906,2439-QKJUL,2025-02-13,Loyalty Reward,0.0,No,,New,No
OFF004907,1194-SPVSP,2025-11-07,10% Discount,3.93,No,,New,No
OFF004908,1429-UYJSV,2025-04-15,Extra 100GB Data,100.0,No,,Regular,No
OFF004909,3470-OBUET,2024-08-18,Extra 100GB Data,100.0,No,,Loyal,No
OFF004910,2770-NSVDG,2025-06-02,Free Installation,0.0,Yes,2025-06-06,Regular,No
OFF004911,9375-MHRRS,2024-11-14,Extra 100GB Data,100.0,Yes,2024-11-21,New,No
OFF004912,9375-MHRRS,2023-07-12,20% Discount,10.01,Yes,2023-07-13,New,No
OFF004913,5533-NHFRF,2024-07-03,Free Installation,0.0,Yes,2024-07-09,New,No
OFF004914,7037-MTYVW,2024-10-23,Free Installation,0.0,Yes,2024-10-28,Loyal,No
OFF004915,4760-THGOT,2024-03-15,Free 3 Months Streaming,0.0,Yes,2024-03-17,Loyal,No
OFF004916,2790-XUYMV,2023-09-10,10% Discount,25.64,No,,Loyal,No
OFF004917,0581-MDMPW,2023-01-21,Loyalty Reward,0.0,Yes,2023-01-25,Regular,No
OFF004918,9163-GHAYE,2025-10-01,Loyalty Reward,0.0,Yes,2025-10-02,Regular,No
OFF004919,3904-UKFRE,2023-10-28,10% Discount,8.01,Yes,2023-10-28,New,No
OFF004920,3904-UKFRE,2025-05-02,Free Upgrade,0.0,No,,New,No
OFF004921,0058-EVZWM,2025-05-05,Free Installation,0.0,Yes,2025-05-08,Loyal,No
OFF004922,7009-PCARS,2025-01-25,Extra 100GB Data,100.0,Yes,2025-01-28,Loyal,No
OFF004923,0519-DRGTI,2024-02-06,Loyalty Reward,0.0,Yes,2024-02-10,Regular,No
OFF004924,1017-FBQMM,2023-12-10,20% Discount,10.61,Yes,2023-12-16,Loyal,No
OFF004925,1985-MBRYP,2025-11-13,Free 3 Months Streaming,0.0,Yes,2025-11-15,Loyal,No
OFF004926,3259-QMXUN,2025-01-12,Free Installation,0.0,Yes,2025-01-16,Loyal,No
OFF004927,6645-MXQJT,2023-05-22,20% Discount,9.71,Yes,2023-05-24,New,No
OFF004928,6645-MXQJT,2025-06-20,Free 3 Months Streaming,0.0,Yes,2025-06-26,New,No
OFF004929,5804-JMYIO,2023-06-25,Cashback ₹500,500.0,Yes,2023-06-28,Loyal,No
OFF004930,7599-NTMDP,2025-04-09,Premium Support,0.0,Yes,2025-04-11,Loyal,No
OFF004931,0536-ACXIP,2023-03-15,Extra 100GB Data,100.0,No,,Loyal,No
OFF004932,4884-LEVMQ,2025-08-24,20% Discount,6.13,Yes,2025-08-28,Loyal,No
OFF004933,8857-CUPFQ,2024-11-10,30% Discount,5.77,Yes,2024-11-17,Loyal,No
OFF004934,7610-TVOPG,2023-01-06,Premium Support,0.0,Yes,2023-01-08,Regular,No
OFF004935,1845-ZLLIG,2025-05-17,30% Discount,10.03,Yes,2025-05-21,New,No
OFF004936,1699-UOTXU,2024-12-04,Premium Support,0.0,Yes,2024-12-06,Loyal,No
OFF004937,5993-JSUWV,2024-05-22,30% Discount,18.34,No,,Loyal,No
OFF004938,6988-CJEYV,2024-01-21,Loyalty Reward,0.0,Yes,2024-01-26,Loyal,No
OFF004939,5465-BUBFA,2025-11-05,Free 3 Months Streaming,0.0,Yes,2025-11-10,Loyal,No
OFF004940,1215-VFYVK,2024-04-01,10% Discount,14.47,No,,New,No
OFF004941,9371-BITHB,2023-11-23,Extra 100GB Data,100.0,Yes,2023-11-28,Loyal,No
OFF004942,0541-FITGH,2024-09-27,Loyalty Reward,0.0,Yes,2024-09-28,New,No
OFF004943,0541-FITGH,2025-11-16,Premium Support,0.0,Yes,2025-11-22,New,No
OFF004944,6985-HAYWX,2024-12-25,20% Discount,7.93,No,,Regular,No
OFF004945,7508-KBIMB,2024-12-14,Free Installation,0.0,Yes,2024-12-15,Regular,No
OFF004946,1897-OKVMW,2025-03-11,Free Installation,0.0,Yes,2025-03-12,Loyal,No
OFF004947,5485-ITNPC,2025-06-26,Free 3 Months Streaming,0.0,No,,Loyal,No
OFF004948,0233-FTHAV,2024-11-16,Free Upgrade,0.0,Yes,2024-11-19,Loyal,No
OFF004949,4644-PIZRT,2025-04-08,Cashback ₹500,500.0,No,,Regular,No
OFF004950,9512-PHSMG,2023-02-13,Cashback ₹500,500.0,Yes,2023-02-17,New,No
OFF004951,1564-HJUVY,2025-06-26,Cashback ₹500,500.0,Yes,2025-06-28,New,No
OFF004952,1564-HJUVY,2025-09-08,20% Discount,12.75,No,,New,No
OFF004953,3617-XLSGQ,2023-02-09,10% Discount,32.77,Yes,2023-02-15,Loyal,No
OFF004954,1400-WIVLL,2024-05-16,10% Discount,10.8,Yes,2024-05-23,Loyal,No
OFF004955,8347-GDTMP,2023-07-01,30% Discount,1.95,No,,Loyal,No
OFF004956,6746-WAUWT,2023-08-23,Premium Support,0.0,Yes,2023-08-28,Regular,No
OFF004957,4003-OCTMP,2023-01-14,Premium Support,0.0,Yes,2023-01-20,Regular,No
OFF004958,6652-YFFJO,2025-07-11,Free 3 Months Streaming,0.0,Yes,2025-07-18,New,No
OFF004959,6652-YFFJO,2025-08-03,10% Discount,6.49,Yes,2025-08-07,New,No
OFF004960,5248-RPYWW,2025-09-26,30% Discount,9.02,Yes,2025-09-28,Loyal,No
OFF004961,7446-SFAOA,2023-03-12,Loyalty Reward,0.0,Yes,2023-03-14,Loyal,No
OFF004962,9522-ZSINC,2025-11-09,10% Discount,2.0,Yes,2025-11-16,Regular,No
OFF004963,6505-OZNPG,2024-03-16,10% Discount,19.02,No,,New,No
OFF004964,6505-OZNPG,2024-04-23,10% Discount,12.68,Yes,2024-04-28,New,No
OFF004965,6164-HAQTX,2025-08-15,Extra 100GB Data,100.0,Yes,2025-08-19,Loyal,No
OFF004966,4692-NNQRU,2023-01-02,Premium Support,0.0,Yes,2023-01-06,Regular,No
OFF004967,7742-MYPGI,2025-07-07,Free Installation,0.0,Yes,2025-07-13,New,No
OFF004968,9619-GSATL,2025-03-23,10% Discount,11.09,No,,Loyal,No
OFF004969,5622-UEJFI,2023-04-23,Extra 100GB Data,100.0,Yes,2023-04-24,Regular,No
OFF004970,6203-HBZPA,2023-02-12,Extra 100GB Data,100.0,Yes,2023-02-14,Loyal,No
OFF004971,0301-FIDRB,2025-08-15,Extra 100GB Data,100.0,No,,Loyal,No
OFF004972,2181-TIDSV,2024-01-08,30% Discount,3.99,Yes,2024-01-09,Loyal,No
OFF004973,9453-PATOS,2023-03-01,Free Upgrade,0.0,Yes,2023-03-05,Loyal,No
OFF004974,4402-FTBXC,2025-07-11,Extra 100GB Data,100.0,Yes,2025-07-17,Loyal,No
OFF004975,2931-XIQBR,2025-12-24,Loyalty Reward,0.0,No,,Loyal,No
OFF004976,1930-QPBVZ,2024-11-14,Free Upgrade,0.0,Yes,2024-11-18,Loyal,No
OFF004977,8059-UDZFY,2025-10-28,Loyalty Reward,0.0,Yes,2025-10-28,Regular,No
OFF004978,5220-AGAAX,2024-05-24,20% Discount,2.4,Yes,2024-05-26,Loyal,No
OFF004979,0208-BPQEJ,2023-12-17,Free Installation,0.0,No,,Regular,No
OFF004980,9435-JMLSX,2024-12-14,Premium Support,0.0,Yes,2024-12-21,Loyal,No
OFF004981,3352-ALMCK,2023-11-15,Extra 100GB Data,100.0,Yes,2023-11-20,Loyal,No
OFF004982,5294-IMHHT,2025-10-13,Cashback ₹500,500.0,Yes,2025-10-17,Loyal,No
OFF004983,4526-EXKKN,2025-11-03,Cashback ₹500,500.0,Yes,2025-11-08,Loyal,No
OFF004984,5311-IHLEI,2025-02-11,Free 3 Months Streaming,0.0,No,,Regular,No
OFF004985,3489-VSFRD,2023-11-01,Free Installation,0.0,Yes,2023-11-04,Loyal,No
OFF004986,3345-JHUEO,2023-12-15,Premium Support,0.0,No,,New,No
OFF004987,3345-JHUEO,2024-09-12,Premium Support,0.0,Yes,2024-09-14,New,No
OFF004988,2674-MIAHT,2025-11-15,Premium Support,0.0,Yes,2025-11-18,New,No
OFF004989,2674-MIAHT,2025-02-20,30% Discount,8.03,Yes,2025-02-25,New,No
OFF004990,2576-HXMPA,2023-09-03,Premium Support,0.0,Yes,2023-09-10,New,No
OFF004991,9357-UJRUN,2024-04-24,Free Installation,0.0,Yes,2024-04-27,Regular,No
OFF004992,8648-PFRMP,2024-07-14,30% Discount,4.64,Yes,2024-07-17,Regular,No
OFF004993,0258-NOKBL,2023-04-15,Extra 100GB Data,100.0,No,,New,No
OFF004994,9348-ROUAI,2023-02-02,Extra 100GB Data,100.0,Yes,2023-02-09,Loyal,No
OFF004995,3043-TYBNO,2023-07-16,30% Discount,12.13,Yes,2023-07-21,New,No
OFF004996,4830-FAXFM,2023-11-05,Extra 100GB Data,100.0,Yes,2023-11-12,Regular,No
OFF004997,5906-BFOZT,2023-01-10,Premium Support,0.0,No,,New,No
OFF004998,5906-BFOZT,2023-08-20,Loyalty Reward,0.0,No,,New,No
OFF004999,2960-NKRSO,2025-04-11,Free 3 Months Streaming,0.0,Yes,2025-04-15,Regular,No
OFF005000,8996-ZROXE,2024-08-11,Extra 100GB Data,100.0,No,,Loyal,No
OFF005001,5598-IKHQQ,2024-01-06,30% Discount,2.54,Yes,2024-01-09,Loyal,No
OFF005002,0397-ZXWQF,2024-11-10,Cashback ₹500,500.0,Yes,2024-11-12,Loyal,No
OFF005003,5266-PFRQK,2025-12-01,Free Installation,0.0,No,,Loyal,No
OFF005004,4674-HGNUA,2023-10-07,Free 3 Months Streaming,0.0,Yes,2023-10-08,Loyal,No
OFF005005,9786-IJYDL,2025-07-07,10% Discount,11.32,Yes,2025-07-10,Regular,No
OFF005006,1303-SRDOK,2025-11-05,30% Discount,13.81,No,,Loyal,No
OFF005007,3769-MHZNV,2025-04-06,Premium Support,0.0,Yes,2025-04-13,Regular,No
OFF005008,4177-JPDFU,2023-12-03,Extra 100GB Data,100.0,No,,Regular,No
OFF005009,2239-CFOUJ,2024-01-18,Extra 100GB Data,100.0,Yes,2024-01-20,New,No
OFF005010,8046-DNVTL,2025-09-16,Free 3 Months Streaming,0.0,No,,Loyal,No
OFF005011,4770-UEZOX,2023-02-09,20% Discount,14.95,No,,New,No
OFF005012,4770-UEZOX,2023-09-13,Cashback ₹500,500.0,Yes,2023-09-20,New,No
OFF005013,4568-TTZRT,2023-11-23,Premium Support,0.0,Yes,2023-11-27,New,No
OFF005014,9513-DXHDA,2024-07-06,30% Discount,24.51,No,,Regular,No
OFF005015,0516-QREYC,2024-02-01,Free Installation,0.0,Yes,2024-02-03,Regular,No
OFF005016,8896-BQTTI,2023-08-13,Free 3 Months Streaming,0.0,Yes,2023-08-19,New,No
OFF005017,3352-RICWQ,2024-06-17,Extra 100GB Data,100.0,No,,New,No
OFF005018,2160-GPFXD,2025-03-24,Free Installation,0.0,No,,Loyal,No
OFF005019,2065-MMKGR,2023-08-26,30% Discount,14.2,Yes,2023-08-28,Regular,No
OFF005020,5199-FPUSP,2025-08-04,10% Discount,3.4,Yes,2025-08-11,Regular,No
OFF005021,6377-KSLXC,2024-10-23,30% Discount,3.99,Yes,2024-10-26,New,No
OFF005022,1796-JANOW,2024-09-19,Cashback ₹500,500.0,Yes,2024-09-24,New,No
OFF005023,0238-WHBIQ,2024-07-05,Free 3 Months Streaming,0.0,Yes,2024-07-12,Loyal,No
OFF005024,8735-NBLWT,2023-06-10,20% Discount,6.12,Yes,2023-06-12,New,No
OFF005025,6651-RLGGM,2024-02-03,20% Discount,7.89,Yes,2024-02-06,Loyal,No
OFF005026,1614-JBEBI,2024-08-11,Loyalty Reward,0.0,Yes,2024-08-13,New,No
OFF005027,5696-EXCYS,2025-06-26,Loyalty Reward,0.0,Yes,2025-06-28,Regular,No
OFF005028,5795-KTGUD,2025-09-19,Loyalty Reward,0.0,Yes,2025-09-21,Loyal,No
OFF005029,4702-HDRKD,2024-12-04,20% Discount,4.94,Yes,2024-12-07,Loyal,No
OFF005030,5897-ZYEKH,2024-04-21,Cashback ₹500,500.0,No,,Loyal,No
OFF005031,1406-PUQVY,2025-07-19,Free Installation,0.0,Yes,2025-07-22,New,No
OFF005032,1406-PUQVY,2025-02-28,Free Installation,0.0,Yes,2025-02-28,New,No
OFF005033,8715-KKTFG,2024-04-28,Free 3 Months Streaming,0.0,No,,Loyal,No
OFF005034,1728-BQDMA,2025-11-09,Cashback ₹500,500.0,No,,New,No
OFF005035,6465-GSRCL,2025-08-22,20% Discount,10.66,Yes,2025-08-26,Loyal,No
OFF005036,0263-FJTQO,2023-04-17,Extra 100GB Data,100.0,Yes,2023-04-22,Loyal,No
OFF005037,7319-ZNRTR,2024-01-26,Extra 100GB Data,100.0,Yes,2024-01-28,Regular,No
OFF005038,7503-EPSZW,2025-03-04,Loyalty Reward,0.0,Yes,2025-03-08,Loyal,No
OFF005039,1666-JXLKU,2023-12-11,Free Upgrade,0.0,Yes,2023-12-12,Loyal,No
OFF005040,7855-DIWPO,2024-05-03,Premium Support,0.0,Yes,2024-05-10,Regular,No
OFF005041,5133-POWUA,2024-12-27,Premium Support,0.0,Yes,2024-12-28,New,No
OFF005042,5133-POWUA,2025-11-15,Free Installation,0.0,No,,New,No
OFF005043,5652-MSDEY,2024-12-07,Free 3 Months Streaming,0.0,Yes,2024-12-14,New,No
OFF005044,1810-BOHSY,2025-06-15,Free 3 Months Streaming,0.0,Yes,2025-06-19,Loyal,No
OFF005045,1784-BXEFA,2025-07-15,20% Discount,6.17,Yes,2025-07-18,New,No
OFF005046,1784-BXEFA,2023-03-14,Premium Support,0.0,Yes,2023-03-17,New,No
OFF005047,7351-MHQVU,2023-02-19,10% Discount,10.19,Yes,2023-02-24,New,No
OFF005048,9500-IWPXQ,2024-08-21,Premium Support,0.0,No,,Loyal,No
OFF005049,4504-YOULA,2025-06-05,Free Upgrade,0.0,Yes,2025-06-07,Regular,No
OFF005050,5569-IDSEY,2023-12-01,30% Discount,10.57,Yes,2023-12-07,Loyal,No
OFF005051,7284-ZZLOH,2023-03-05,30% Discount,10.66,Yes,2023-03-11,Loyal,No
OFF005052,1777-JYQPJ,2023-02-17,Free Upgrade,0.0,No,,New,No
OFF005053,3401-URHDA,2025-10-12,Free 3 Months Streaming,0.0,Yes,2025-10-13,Loyal,No
OFF005054,5751-USDBL,2024-11-16,Free Installation,0.0,Yes,2024-11-19,Loyal,No
OFF005055,8189-DUKMV,2024-05-27,Free Installation,0.0,Yes,2024-05-28,New,No
OFF005056,8189-DUKMV,2025-07-02,Cashback ₹500,500.0,Yes,2025-07-08,New,No
OFF005057,9931-DCEZH,2025-09-24,Free Upgrade,0.0,Yes,2025-09-27,Regular,No
OFF005058,1898-JSNDC,2023-01-14,10% Discount,11.72,Yes,2023-01-17,Loyal,No
OFF005059,1867-TJHTS,2025-12-18,Free Upgrade,0.0,Yes,2025-12-25,Loyal,No
OFF005060,5038-ETMLM,2024-01-05,Free Upgrade,0.0,Yes,2024-01-10,Loyal,No
OFF005061,6569-KTMDU,2023-08-05,Free Installation,0.0,Yes,2023-08-12,New,No
OFF005062,6569-KTMDU,2025-07-26,Extra 100GB Data,100.0,Yes,2025-07-28,New,No
OFF005063,8809-XKHMD,2024-12-06,20% Discount,10.05,Yes,2024-12-12,Loyal,No
OFF005064,0396-YCHWO,2025-10-23,Premium Support,0.0,Yes,2025-10-28,Loyal,No
OFF005065,0867-LDTTC,2023-02-12,Free Upgrade,0.0,Yes,2023-02-14,New,No
OFF005066,0867-LDTTC,2023-04-14,10% Discount,15.03,Yes,2023-04-16,New,No
OFF005067,9391-DXGGG,2023-04-06,Free Upgrade,0.0,Yes,2023-04-09,Loyal,No
OFF005068,9844-FELAJ,2023-09-25,Extra 100GB Data,100.0,Yes,2023-09-28,Loyal,No
OFF005069,3148-AOIQT,2023-01-04,20% Discount,4.99,Yes,2023-01-11,Loyal,No
OFF005070,8395-ETZKQ,2025-07-25,Free Installation,0.0,Yes,2025-07-27,Loyal,No
OFF005071,6692-YQHXC,2024-03-16,Free Installation,0.0,No,,Regular,No
OFF005072,2739-CCZMB,2025-04-01,Premium Support,0.0,Yes,2025-04-05,New,No
OFF005073,2739-CCZMB,2025-03-14,Cashback ₹500,500.0,Yes,2025-03-17,New,No
OFF005074,0496-AHOOK,2025-11-25,Cashback ₹500,500.0,Yes,2025-11-28,Regular,No
OFF005075,8336-TAVKX,2024-08-22,Cashback ₹500,500.0,No,,Loyal,No
OFF005076,2468-SJFLM,2025-05-13,Free 3 Months Streaming,0.0,Yes,2025-05-14,New,No
OFF005077,2468-SJFLM,2024-07-02,10% Discount,7.43,Yes,2024-07-06,New,No
OFF005078,7968-QUXNS,2023-05-27,Free Installation,0.0,Yes,2023-05-28,New,No
OFF005079,7968-QUXNS,2023-11-18,Free Upgrade,0.0,No,,New,No
OFF005080,3629-WEAAM,2024-04-23,10% Discount,6.41,Yes,2024-04-28,New,No
OFF005081,3629-WEAAM,2024-10-17,Extra 100GB Data,100.0,Yes,2024-10-19,New,No
OFF005082,6029-CSMJE,2025-02-03,20% Discount,7.69,Yes,2025-02-07,Regular,No
OFF005083,9099-FTUHS,2024-06-02,Extra 100GB Data,100.0,Yes,2024-06-07,Regular,No
OFF005084,4962-CHQPW,2023-10-18,Cashback ₹500,500.0,Yes,2023-10-25,Regular,No
OFF005085,9467-ROOLM,2025-11-28,10% Discount,3.81,No,,Regular,No
OFF005086,2253-KPMNB,2025-12-03,20% Discount,9.25,No,,Loyal,No
OFF005087,1345-ZUKID,2025-03-08,20% Discount,3.87,Yes,2025-03-15,Regular,No
OFF005088,6429-SHBCB,2023-09-16,Loyalty Reward,0.0,Yes,2023-09-23,Regular,No
OFF005089,9281-OFDMF,2023-06-21,Premium Support,0.0,Yes,2023-06-26,Loyal,No
OFF005090,2603-HVKCG,2025-06-10,20% Discount,10.14,Yes,2025-06-16,Regular,No
OFF005091,1834-WULEG,2023-12-14,30% Discount,6.08,Yes,2023-12-21,Regular,No
OFF005092,4893-GYUJU,2023-09-11,Free Upgrade,0.0,Yes,2023-09-12,Loyal,No
OFF005093,4578-PHJYZ,2023-08-18,Free Installation,0.0,Yes,2023-08-19,Loyal,No
OFF005094,7272-QDCKA,2025-02-12,20% Discount,10.02,Yes,2025-02-18,Regular,No
OFF005095,8908-SLFCJ,2023-05-19,10% Discount,6.25,No,,Regular,No
OFF005096,5044-XDPYX,2024-08-20,Free Installation,0.0,Yes,2024-08-24,Loyal,No
OFF005097,1814-WFGVS,2025-07-24,10% Discount,14.67,Yes,2025-07-28,Loyal,No
OFF005098,3721-WKIIL,2023-07-11,30% Discount,1.96,No,,Regular,No
OFF005099,6734-CKRSM,2024-02-26,10% Discount,2.0,Yes,2024-02-28,New,No
OFF005100,6734-CKRSM,2024-08-06,20% Discount,6.0,Yes,2024-08-09,New,No
OFF005101,5197-LQXXH,2024-12-23,Free Upgrade,0.0,No,,Loyal,No
OFF005102,7682-AZNDK,2025-03-25,Premium Support,0.0,Yes,2025-03-26,Regular,No
OFF005103,5384-ZTTWP,2024-12-26,Premium Support,0.0,Yes,2024-12-28,Regular,No
OFF005104,3745-HRPHI,2023-02-24,Premium Support,0.0,Yes,2023-02-28,Loyal,No
OFF005105,7636-OWBPG,2024-08-21,20% Discount,5.87,No,,Regular,No
OFF005106,1231-YNDEK,2025-07-09,Free 3 Months Streaming,0.0,No,,Loyal,No
OFF005107,1407-DIGZV,2025-03-22,Free Upgrade,0.0,Yes,2025-03-24,New,No
OFF005108,0570-BFQHT,2023-04-08,Free Installation,0.0,Yes,2023-04-12,New,No
OFF005109,0570-BFQHT,2025-08-13,Free Installation,0.0,No,,New,No
OFF005110,8564-LDKFL,2023-11-27,Extra 100GB Data,100.0,Yes,2023-11-28,Loyal,No
OFF005111,5501-TVMGM,2023-11-03,Cashback ₹500,500.0,Yes,2023-11-06,New,No
OFF005112,5879-HMFFH,2023-10-08,10% Discount,26.41,Yes,2023-10-13,Loyal,No
OFF005113,6772-WFQRD,2023-03-24,Loyalty Reward,0.0,Yes,2023-03-28,Loyal,No
OFF005114,6972-SNKKW,2025-10-09,Premium Support,0.0,Yes,2025-10-13,New,No
OFF005115,6972-SNKKW,2023-06-17,Free Upgrade,0.0,No,,New,No
OFF005116,3694-GLTJM,2024-02-14,Free 3 Months Streaming,0.0,No,,New,No
OFF005117,3694-GLTJM,2025-03-01,Cashback ₹500,500.0,Yes,2025-03-06,New,No
OFF005118,9055-MOJJJ,2023-10-22,Free Upgrade,0.0,Yes,2023-10-26,Loyal,No
OFF005119,0585-EGDDA,2025-02-17,Premium Support,0.0,No,,Loyal,No
OFF005120,4032-RMHCI,2023-04-16,Cashback ₹500,500.0,Yes,2023-04-18,Loyal,No
OFF005121,0549-CYCQN,2023-01-26,Cashback ₹500,500.0,No,,Loyal,No
OFF005122,3481-JHUZH,2025-04-22,Loyalty Reward,0.0,No,,Loyal,No
OFF005123,3594-IVHJZ,2023-10-09,Premium Support,0.0,No,,New,No
OFF005124,3594-IVHJZ,2025-03-01,Free Upgrade,0.0,Yes,2025-03-03,New,No
OFF005125,6869-FGJJC,2023-04-23,Loyalty Reward,0.0,No,,Loyal,No
OFF005126,3896-ZVNET,2023-04-13,20% Discount,7.41,No,,Regular,No
OFF005127,8205-VSLRB,2024-02-12,Extra 100GB Data,100.0,Yes,2024-02-19,Loyal,No
OFF005128,6817-WTYHE,2023-02-13,Premium Support,0.0,Yes,2023-02-17,New,No
OFF005129,3082-VQXNH,2024-08-24,30% Discount,2.98,Yes,2024-08-28,New,No
OFF005130,3082-VQXNH,2024-07-16,Loyalty Reward,0.0,No,,New,No
OFF005131,4931-TRZWN,2023-10-02,20% Discount,14.39,Yes,2023-10-04,Regular,No
OFF005132,7669-LCRSD,2025-06-26,10% Discount,16.89,Yes,2025-06-28,Regular,No
OFF005133,3567-PQTSO,2023-06-28,Extra 100GB Data,100.0,Yes,2023-06-28,Loyal,No
OFF005134,2703-AMTUL,2024-02-24,20% Discount,10.73,Yes,2024-02-25,Loyal,No
OFF005135,8173-RXAYP,2024-01-01,Premium Support,0.0,Yes,2024-01-05,Regular,No
OFF005136,4825-XJGDM,2025-06-15,Premium Support,0.0,Yes,2025-06-17,Loyal,No
OFF005137,5402-HTOTQ,2023-04-03,Loyalty Reward,0.0,No,,Regular,No
OFF005138,6734-JDTTV,2024-09-24,Loyalty Reward,0.0,Yes,2024-09-28,Loyal,No
OFF005139,3890-RTCMS,2023-02-18,Premium Support,0.0,Yes,2023-02-23,Regular,No
OFF005140,3717-FDJFU,2025-10-25,Loyalty Reward,0.0,No,,New,No
OFF005141,7966-YOTQW,2025-04-22,Extra 100GB Data,100.0,Yes,2025-04-25,New,No
OFF005142,7966-YOTQW,2025-10-23,Extra 100GB Data,100.0,No,,New,No
OFF005143,6924-TDGMT,2025-10-09,Loyalty Reward,0.0,No,,New,No
OFF005144,1536-YHDOE,2025-11-27,30% Discount,6.21,Yes,2025-11-28,Regular,No
OFF005145,3629-ZNKXA,2023-04-14,Extra 100GB Data,100.0,Yes,2023-04-17,Regular,No
OFF005146,4827-LTQRJ,2024-08-25,Free Installation,0.0,No,,Loyal,No
OFF005147,7711-YIJWC,2023-12-23,Extra 100GB Data,100.0,Yes,2023-12-25,Loyal,No
OFF005148,5482-VXSXJ,2024-10-26,Premium Support,0.0,No,,Regular,No
OFF005149,2378-YIZKA,2024-01-21,Extra 100GB Data,100.0,Yes,2024-01-23,Loyal,No
OFF005150,6818-DJXAA,2024-08-18,Extra 100GB Data,100.0,Yes,2024-08-20,New,No
OFF005151,8902-ZEOVF,2024-10-05,Free Upgrade,0.0,Yes,2024-10-11,Loyal,No
OFF005152,2662-NNTDK,2024-02-06,Free Installation,0.0,Yes,2024-02-11,Loyal,No
OFF005153,4323-ELYYB,2024-01-17,Extra 100GB Data,100.0,Yes,2024-01-22,Regular,No
